你好请讲其他 喂您好 先生嗯请讲 你帮我查一下我这个手机呃订了哪些套餐能看得出来吗 这边帮您看了一下有收费的业务套餐费一个月八十八然后这边有一个来电提醒一个月三块钱然后有一个彩铃六块彩印三块手机阅读六块没有其他扣费了 彩铃六块六块是什么东西啊 彩铃六块钱手机阅读六块彩印三块这些业务要取消吗 什么阅读 
嗯您好很高兴为您服务您好诶你好我想问一下就是说我本机有一个什么数据套餐是六十元的这个是什么东西啊 好您说的是上个月账单是上个月账单所以您上个月有一次性的花六十块钱买了六个g的国内流量然后从从那天开始算起一百八十天内用完一百八十天过它会自动失效掉 嗯嗯呃那我想问一下他就是说帮你看一下噢订了噢就是就是这个最近也呃移动数据套餐有十元的啊 啊您是您是说什么流量吗还是什么 就是就是那个移动数据的那个套餐就是这个流量是吧对对对嗯现在不是说有一个什么几十块钱包月然后无限使用流量的 那个是比如那是比如说二十块钱那我用套餐那个资料有接到通知客户才能办的平时我们是办不了的这个业务的 哦行 这样的对是的 
您好请说 呃你帮我查一下那个五百兆的那个快餐包到了没有 今天充值到八点多已经到账了二十四个小时的 噢噢噢然后我自己另外充了那个两百的那个月底失效的那个也到了是吧 通过其他方式购买的这个吧 噢不是我有充嗯哼 套餐上找我的恩对 那现在总共加起来流量多少的 
什么您好请说 诶你好你帮我查一下我这个手机目前都有什么套餐二 您套餐是三十八块钱套餐除了这套餐以外有一个是宽带的业务包 六八多少钱 宽带是吗我帮您看一下宽带的话您这边享受的是有一年一年收费一年后免费的活动一个月四十一 噢就是今年四十一嘛不是 您对是今年的话还是免费期吗然后明年开始才收费啊 噢明年四十一号 
好您好请讲 噢我想看看这个手机有什么业务 嗯嗯可以稍等 噢 呃您的月租目前就是十块钱每个月保底消费十块的那个叫呃神州行畅听卡额外收您的费用啊是您当时有两块来电提醒还有六块钱彩铃三块钱彩印这三项 其他没了嘛 对 反正不是有个咪咕什么音乐啊 
嗯嗯您好请问什么可以帮助您哎你好嗯请说 帮我查一下我现在有什么套餐有线的呃主套餐是什么 飞享套餐三十八块 嗯嗯 就这个套餐其他没开别的啦 这个套餐是流量五十兆然后 五百兆分钟数 哦取消掉然后 
嗯嗯您好请讲 我想问一下我的那个已开业务有什么好像有一个一g的那个流量是不是收费的 呃他现在是要是有收费但是它有做活动给您活动期就说现在只收您十块钱 那活动已经到期了没有 嗯还没有到期要到二零一八年三月一号到期到二月底 那我现在能不能取消 嗯嗯活动期间不能取消啊您要我们只能帮您预约下活动到期自动取消 噢二月份是不是 
嗯谢谢您好很高兴为您服务 我想问一下那个我手机套餐是五八的那好像有一个什么办了一个另外的套餐是是多加十块钱的是什么什么意思 再加十块我看一下 啊 您是本月内里面看到多交十块是每个月分的 是好像算下个月了 您这张卡这边没有另外十块的除了基本五十八元的套餐然后其他的话都是增值服务比如说彩铃啊彩印啊来电提醒这些您这边已经有取消掉了另外我看一下还有一个集团网就是闽光移动网额外就没有收费的 东西啊现在打电话过来说什么就是我是五八套餐然后多增加十块钱然后什么反应返还什么那个电话费 
很高兴为您服务 诶你好我问一下我我这个号码有没有办理什么业务 像您这张卡的套餐是三十八块的其他收费业务呢有五块钱的彩铃三块钱的彩印 那五块钱的卡里面怎么会我没有开通啊怎么会有的 您这张卡不今年七月份用的嘛新卡的话都有赠送增值业务这个彩铃跟彩印啊就是送的送半年时间还没到期然后您还有一个业务家庭网三块钱 那我这个流量套餐能不能改掉了能不能取消 有没有额外的流量套餐您用的是三十八套餐三十八里面赠送的流量 噢没办法取消了 
嗯你好请说 你好哎我上网流量六十块钱包包月的还有没有啊 稍等一下啊你这个流量目前还有四g多啊 对那怎么我这边显示没有 您说哪里显示没有了 我来了短信怎么都没有了 他那边应该是说您套餐里面的一g快用完了所以发短信提示您您那个不是刚说的六个g的流量目前还剩四g多呢 噢那那现在那个扣套完了过后直接在这边扣了是不是今天见好谢谢啊 
唉呀您好请讲 嗯你帮我看一下这个号码有嗯开通什么套餐吗 就是基本套餐费一个月十八块钱还有一个三块钱的来电提醒手机阅读六元彩印三元其他的就没有啦 手机阅读删掉来 好的您稍等一下给您取消好了下个月 嗯嗯 还有开通一个您要取消吗彩印彩印 转移什么 
你好好的 你好很高兴为您服务 我想问一下我现在这个套餐是多少的 我看一下八十八的 能不能改低一点 看一下可以改 它一点是吧没改能改到多少呢 那您可以改个三十八的三八套餐它有五百兆流量一百分钟本地打国内分钟数包来电显示 
您好请说 噢你好我想咨询一下我这我现在有什么套餐呢我的手机啊 嗯您这个套餐的话是那个和家庭七九套餐然后的话有开一个十块钱一百兆的流量包然后呢其他就没有了 还有其他没有那为什么我的流量这么快就没有掉啦 呃您的流量我看一下噢 对啊我不是有一g吗 呃我知道我再帮您查号您的流量一个g现在还剩五百零七兆啊没有用完 啊那为什么它这个信息发来说用完了 
你好请讲 诶你好请帮我看下我手机有没有开通一些增值业务 有一个彩铃跟彩印我看能不能够帮您取消 好 彩铃是做不了预约的哈彩印的话我帮您预约一下 恩好可以 彩铃要活动到期之前才能够来电话关闭彩印给您取消了暂时好了到期自动关噢 恩好那您帮我把套餐更改为就这十八套餐 
您好请讲 诶请帮我查一下我这个用的什么套餐的 嗯您现在目前用的是一百五十八的套餐呢 噢要不然下个月帮我转一百八十八的 一百八十八那种呃就是全全家统套餐就是省内流量不限量国内通话一千两百分钟 好好好 请稍等一下噢没有 的二十 
帮您请说诶你好恩 哎我想问一下我的那个这个本机上有订了什么业务啊 噢您这号码的话就是产生了就是那个有个来电显示嘛然后彩铃还有些什么幺二五八零会员噢其他业务 您多少钱 彩铃的话一个月是五块钱 我给退掉吗 噢可以啊这些业务您都可以取消掉 那你你帮我取消掉吧还有幺二幺幺二五八零吗 
愉快再见您好请讲 你帮我查一下我的手机呃这个卡开通一些什么东东 收费就八十八块钱月租加上两块钱来电提醒还有六块钱五十兆的流量这边有办理一个超级qq然后手机游戏个性化彩铃还有才能开 收据游戏什么东西 呃手机游戏功能玩游戏的一个服务您用不到我帮您取消 噢那你帮我取消掉 好那超级qq呢超级就是要不要取消就是不不他那边因为患者送的好游戏玩家我帮您取消了那彩铃呢有个个性化彩铃跟彩铃产品这两个要不要取消 哎您根彩铃是吧 
诶您好请说 哎你好帮我查询下本机有什么扣费项目 呃稍等一下 好 本机的话您是三十八元套餐有一个来电提醒还有一个六块钱的流量五十兆的 然后那个有吗 来电显示是包含在套餐里面还有个家庭网银作为成员就是没有扣费的其它业务就都没有了 那个六块钱套餐能不能减掉吗六块钱能不能关掉六块钱是上网流量 
嗯嗯您好请讲 呃喂您好我想问一下我这个嗯什么套餐 您现在是用的是新的三十八的飞享套餐女士三十八块钱套餐费 那为什么我上个月手机费是就是这个月一号交了 开机 哎 因为手机上有开了一个叫那个 呃 
您好很高兴为您服务 诶你帮我查一下我那个另外一部连接这个手机的那个套餐是怎么 有手机服务密码有吗的什么手机数据它是另外一张号码卡的情况要有密码才有权限查没有密码我们这边是核对不到的 密码都忘记了 那就是如果您密码的话您要用那部号码本机打电话进来我们给您核对了 要用本机呀 恩对好谢谢噢不客气还有什么可以帮您没有了 好 
哎嗯您好 有那个我问一下我这个手机不是改成下个月三十八的套餐的 嗯帮您看一下您稍等三十八对的 三十八那个那个哎能不能给我换个 呃您是想更改什么套餐呢 换个流量多的 流量多的稍等一下帮您看一下 请好好谢谢 
您好很高兴为您服务你帮我查一下我这什么套餐本机是月租费十三块套餐十三块套餐对十三元六十三元是吧对十四号好好然后来电显示要另外收啊还有来电提醒噢那你查一下我这个接下来是半年之前的半年内每个月大概消费多少上个月是六十三包月上个月三月份四十二 十兆七月份是六十九 六六月份是 六十一啊 五月份的话 四十九啊先生 然后最后就四月份呢五十六 噢我知道了 
你好请讲 哎你好我想问一下我上面的流量我不是开了三十块钱五百兆吗 您这个没有开流量套餐啊 什么时候开始没有开啦 我看一下噢您原先是有开了一个五十块钱一g的到上个月这个月就已经没有了 但是还有一个三十块钱呐 三十块的那个已经取消啦早就已经去怎么 去交了我没取消所以不收费 
您好请说 呃那个上次我有申请那个手那个更换套餐那个有没有帮我有没有申请下来呀帮我看一下 这边显示您这个号码目前还是属于旧版的三十八套餐啊并没有改到那个新的三十并没有看到有更改套餐的一个记录 没有我上次申请一下我想我想改为那个八块钱的套餐 八块钱但是因为您这张卡之前有参加一个三十八赠送分钟数的一个活动如果您要改八块钱要等那个分钟数活动结束了才能更改啊 好像他是说是要明年八月份才到期啊 恩那个活动时间一年我看了一下您十五号有反馈过这个活动我看一下您这是要把那个送送的分钟数那些给您取消掉改回到原来八块钱对吗 对对对 
您好很高兴您服务 呃您好就是麻烦你看一下我呃帮我看一下我这里面有没有一些要收费短信那个增值业务 好的女士我帮您看一下除了基本套餐的话是一个流量王的一个是套餐除了这个以外的话其他的收费服务帮您查询一下您稍等一下这边有个彩印功能但是已经有登记了下个月取消掉了 二 然后别的业务的话我帮您进步查询就没有了女士 现在还没有是吧就是我因为我昨天我我昨天呃有接到一个那个就本龙岩的一个幺零零八六的那个人工台打过来电话说那个呃有一个五十块钱的流量说可以使用多久多久的然后但是我没有听完我就把它就这边就给挂掉了 那没关系女士你 给我办理不会不会不会了 
对您好请讲 哎你好我想了解一下我的每个月的套餐 有两样是吧嗯套餐是八十八的二级八十八是吗还有一个流量的活动十二月一号到期 帮十二月活动是吗 嗯到期会自动取消其他没有了 诶那我我怎么查了我那个怎么固定的那个套餐就是一百一十六啊就是 对因为八十八还有一个流量包它是按照全额体现在账单里面那这个是一个活动每个月给您返还二十噢它是每个月给我返还是吧那什么到期这个什么十二月一号呃十二月一号到期自动取消您什么都不用操作 噢这样子那我像以后固定的是一百一十六了 
嗯哼 有什么可以帮您 喂你好我想问一下了我也现在这个套餐是什么套餐 您现在用的是新飞享系列十八套餐里面还有国内流量一百兆嘛然后省内流量赠送您两百兆然后本地打国内电话两百分钟吗 然后加来电显示 这边转加来电显示功能 那怎么扣扣什么东西扣了八十几块钱帮我查一下噢 请稍等帮您查看一下 
用过只有一条 很高兴您服务您好 呃请问我现在什么套餐 您现在用的是五十八的套餐 五十八新飞享吗 对 新飞享五八套餐我现在这个那我现前面不是有送那个呃流量多用多吗那个活动还有没有送啊送流量啊下个月 第二个月就结束了还在 
嗯您好请讲 喂你好呃我想问一下我目前那个手机的套餐是什么样的一个情况 您现在套餐是校园四十八的套餐这款的四十八是吧对没错四十八 每个月多少g流量 套餐里面内含的话合计一共是五百兆国内然后本地校园内的话两千五百七十二兆还有一个夜间流量包恩您说 噢原来好像每个月就是上一个月能不能看到上个月上个月是什么情况呢挂机的 目前帮您看了一下您套餐没有变啊都是一样的呀我们只是另外让他给您再一样的没变啊你之前审到现在还是要什么样的 随便不是因为因为之前我收到短信他说什么什么多少什么流量那个什么套餐什么意思效吗我我也没去看我还以为说因为我那个办理原来四十八套餐也刚好一年的吗然后现在是还有延续对吧 
您好请讲 诶你好所以我这个呃卡开通了哪些业务啊 这张卡的话就是五十八块钱的套餐有开一个来电提醒功能还有幺三九邮箱彩印和彩铃功能 那为什么这个话费去了这么快啊 我看一下主要扣什么钱了噢您这主要是流量被扣钱了呀流量这边的话是扣了是一百二您现在是在外省吗 哎对对对 是这样子您外省的流量都用完了是超流量了超了一千多兆扣了一百二的流量费啊 嗯然后昨天我开的然后开了零零的流量这里面为什么还会扣话费呢 
您好很高兴为您服务 你好我想问一下我这手机是用用什么套餐呢嗯嗯 这个用的是飞享三十八现在用的是新版的三十八 噢这个月还没开始用啊到下个月开始 对的没错 噢噢好我知道谢谢啊 不客气还需要别的帮助吗 不用了不用 
您好请讲 哎你好我想问一下你帮我查一下我上下个月是什么套餐 下个月 嗯就那五十八五十八 呃对新飞享五十八四百分钟三g流量的 你那个能不能帮我取消一下因为你们现在不是有出了那个优惠老顾客的那个套餐嘛 什么套餐 也是那个八十八的然后有送流量啊什么的 
嗯嗯您好请说有什么可以帮您的 你好我麻烦你帮我查一下我这个有哪个收费的业务好不好 噢目前使用您的套餐啊没什么收费的业务啊 啊 来电显示一个六块其他就没有了 噢我这个是什么套餐 有些流量包原价是五十的现在做活动只收您看一下十块钱吗然后别的就没有了 我这个是什么卡 
您好请说 哎喂哎谢谢你唉呀二 您好什么可以帮助到您 帮我查一下我的我这个手机套餐什么套餐 您现在是十八的套餐下个月改成我们这种三十八的了三百分钟一点五g省内流量 三十八分钟三十八多少钱七八百分钟 三百分钟通话一点五g省内流量 一点五g省内的其他我这边不是有个宽带绑定的宽带嘛是不是 
嗯啊您好很高兴为您服务您好嗯 呃我那个三十块钱流量包那个取消掉取消了没有这个月 请稍等一下这个月已经没有三十块的流量包了 噢取消掉啦 已经取消掉了是的 噢可以可以没事 
您好诶你好我问一下这个这个号码的话它有开通什么业务 请您稍等帮您查询一下您本机是是呃不客气我们应该做的您本机是十八的这样子一个套餐然后您这边额外我这边查询就没有这个其他的这种付费的包月的增值业务了 然后套餐它是怎么个意思里面内容都是什么样的 嗯十八的这个套餐是您本地打国内有一百分钟的分钟数跟国内流量这边一百兆这样子的一个 嗯资费嗯嗯嗯嗯噢那接听就那个流量来电显示什么都包括语音 嗯来电显示包含在里面接听全国接听都是免费的噢这样子我知道了谢谢还有什么其他需要吗 嗯那还问一下一个人老人家用的机子的我想给他看一下还有没问他这个话费话费还是那么少 本机这边是吗本机这边是三块三毛四 
您好很高兴为您服务 喂你好 你好 噢我想问一下我现在有哪一些业务手机上 那您本机除了那个八十八基本套餐嘛有一个来电提醒两块钱然后有个七十块钱一个流量 就买一个七十块钱是之前办的对吧 对啊 是那个噢那个没办法销的对吧 
嗯嗯 您好请讲 帮我查一下我那个那个买个六十块流量成功了吗 六十元流量已经生效了现在可以使用了 可以使用了是吗恩对有个 嗯那请问还有什么可以帮您吗 还有没其他扣费的吗 呃我帮您看一下啊 
您好请说 喂那你帮我帮我查一下他他给我那个手机电话套餐是多少 新飞享八十八套餐 有通话通话多少分钟的 嗯通话的话是有一千二百分钟在本地都可以用 噢我现在就说目前是剩多少呢 稍等一下还是那个本地九百分钟还有五百九十五分钟啊那全国三百分钟还有两百三十七分钟还有八百多分钟了 噢这样子是吧有没有更多的那种套餐帮我办一个有没有就是说当当时专门打电话用的 
嗯您好请说 哎你好你帮我查一下我你这个本机开机啊什么套餐 嗯办的是十八套餐除了这个还有来电提醒然后三块钱的彩印 那还有什么 没有了 十八块套餐 来电提醒跟彩印这三个加起来等于二十四块钱 噢那我以为十八块套餐的来电显示全部都包括在流量 
很高兴为您服务 诶我问一下我这个换本地的号码套餐什么套餐 三十八的套餐一点五g的省内流量三百分钟的本地通话这种 三十八套餐呀没有 是的 哎那我这个能不能转成十八块套餐嘞这一点 稍等一下我帮您看一下 这是上周不到营业厅吗没有五十多你你跟他里面有两百分钟通话一g多的流量肯定超过这分钟数了你可能没有打电话也没打电话给我 
嗯您好请问什么可以帮助您 你帮我呃这个手机卡有没有开通那个移动流量包啊 呃没有就十八块里面赠送的一百兆其他都没有 噢它这个套餐这个卡是什么套餐呢 嗯就十八块钱的 十八块钱里面赠送一百兆的 对是的 噢号好谢谢啊 
嗯嗯再见您好很高兴为您服务 诶您好小姐能不能帮我查一下我妈妈手机号码这个幺三五九九零三二幺八零这个是什么套餐啊 幺三五五九九零三二幺八零是吗 对对对对 那请您根据语音提示帮您母亲的密码输一下好吗 那五八八说没有密码啊 噢那都有可能他没有去关注那不然您就用他的手机打过来就不用密码直接帮您查 他的手机我没办法打他那个什么那个老人机啊我按零按零老是操作不了啊 
您好请讲 喂你好帮我查一下我这个下个月开始是五十八的套餐是啊 您这边下个月是不是五十八的套餐这边查询是的您已经改成五十八的了五十八 是不是只有我一百五十分钟啊 对一百五十分钟一百五十兆的流量 这个不够啊我现在要保底九十块我问一下如果我现在改为八十八的有没有更高的分钟数 更多的分钟数或者更多的那个八十八另外的一种是三百五十分钟三百兆流量 三百五十分钟三百兆流量是吧 
您阖家幸福您好诶你好 我想问一下 现在就是我们这个手机还有什么送宽带业务的吗送宽带是吗宽带那个套餐要捆绑啊 我们套餐是多少 到七十九里面有送宽带的七十九啊嗯最低消费是 多少 五十兆的五十兆 噢对那我这个到账三天七十九元嘛就这张卡 
为您服务诶你好 喂你好你帮我查一下我这个嗯八十八块钱的套餐到什么时候到期好 你好之前的活动是二零一八年一月一号就结束了就到今年十二月份噢 二零一八年 就到十二月份吗二零一八年一月一号就就就这活动就到期了 噢就是十二月份是吗 对对对 噢那到时候的话我可以 
您好请讲 诶你好我想问一下我刚才订的那个就是网上包两块钱一g的四个小时现在有没有生效啊 已经生效了可以用了噢 噢就问一下哈 已经是我您放心使用 那为什么我的那个流量秘书那边没有看到这个呃流量啊 流量秘书没那么快平常您呃如果订成功以后他会收到信息就可以用了 噢那可以可以 
早上好请讲 嗯你好我想问一下你我这个你帮我有什么开通有什么业务的有没有这边哎要收费的啊 您稍等我看一下啊本机号码的业务除了您的呃您下个月是改成了这个三十八的套餐那其他收费业务就没有啦 诶那那我每天怎么都都要去了呃那个一块多那个扣费扣扣什么费那个 您这个号码的话在没有改这个套餐之前有按天收费的业务我看一下来电显示一个月六块钱按天扣当其他就没有啊 其他没有收费啊 其他收费业务的话是流量五块钱它是月初一次性扣然后每个月的语音保底打电话您要达到十块钱打电话的费用它是实时扣费其他没有 噢那那我这个那个送来那个流量要我要停了要不要收费的 
嗯那您好请讲 诶您好嗯能不能帮我查一下我这个套餐我这个月没有来电提醒啊一个定向业务啊 你这边是没有开通来电提醒的 可是我的手机短信有收到是怎么回事啊 有时候状态是按次点点到的才会有 那能不能把这个取消掉 好可以那你稍等一下 嗯 
喂你好 呃那个我请问下我手机是不是有那个网络限速啊 看一下哈您稍等 啊喂 诶我帮您看一下啊对是的有现出了我发短信给您发 过去 您根据短信取消一下哈 呃你帮我解答 
您好高兴您服务 喂你好 哎你好我 啊我这个手机的有什么套餐什么的有没有这个本机的 有个基本套餐费就就一个月十八块钱的然后的其他业务目前就没有了这个套餐费十八元噢你好帮我查一个家庭网的哎 噢那是全部帮我取消了就就就留一个来电来电那个来电提示那个套餐是可以 而且因为基本套餐费十八块这个是没法取消掉您加加号了 噢家庭网取消了 
四g功能 您好您请讲 喂你好 诶您好 我想问一下这个卡嘛不是这个是流量卡吗怎么呃用了四十多mb的还剩五十六m比啥意思 啊不是它那个是一百兆另外给您送了一百兆流量然后您现在是本地无线上网您人在本地在外地呢 本地上网啊 在厦门人在厦门是吗 
您好 诶你好请问啊帮我查一下我这个套餐还有开了什么功能啊我 前 好像前一段时间交了一百多块钱现在怎么不足余额不足十五元的你帮我查一下看看 因为是这样子您这边话呃帮您看了一下您除了一个基本套餐之外额外还点播到一个移动梦网的点播功能这个帮你关掉好吗还有一个新闻新闻评论这也关掉您看可以吗 可以还有什么呢 还有移动梦网的点播功能帮您关闭您等一下哈 啊你基本上你帮我这个套餐流来其余的全部帮我关掉呃好的您等下帮您就把这个套餐喂你好你帮我看一下噢 
不是 您好请讲 啊喂你好呃我想知道就是我这个手机出就是有我办理了几个套餐 嗯请稍等女士您这边收费的只有三十八元套餐然后您有一个来电提醒三块钱另外这边有个彩铃还有一个彩印 嗯麻烦你帮我把就是那个除了流量套餐以外吧其他套餐都都取消掉 可以那就保留一个三十八元别的都取消啊 是的 恩好请稍等女士那就办好了就剩一个三十八元的其它都给您取消可以了 
你好请说 包含什么增值业务什么短信包十块钱帮我扣掉我来彩印三块钱帮我扣掉了是吧呃您好那我帮您看了一下这个业务它是 已经取消了下月一号就没有了 两个都没有是吧 啊对 诶好好请问还需要其他帮助呢不管 
您好请讲 我想查一下我这张卡有没有开什么其他的东西 好的您这是一个流量套餐其他都没有了他们 刚才发一条信息给我说有开什么彩铃什么 彩铃等一下您本机没有开通彩铃业务啊 都没有 对啊我这边看了一下您本机就一个流量王套餐啊啊一天一块钱一g这个业务其他业务就没有开通的啊谢谢好不客气好的祝您阖 
您好请说 那个帮我查一下我这张这张卡办理有没有办理什么其他套餐这个资费是到底是多少 噢我帮您看了下我们就用的是十八块钱的套餐 什么或者这个 没收到 呃一百兆就有一个的话一百分钟了然后呢查得到啊 嗯其他没有了对没有的 然后刚才我接到一个一个移动的电话他说我办理了那个办理的那个什么三十块钱那个那个那个什么套餐了我都没有啊 
早上好您请说在 诶你好我刚刚帮我查一下我们刚充了一个四g流量套餐这个你帮我查一下 好您是说充值的四个g的流量是吗恩对收到 短信说让我 目前帮您查的话没有流量充进来也是在那种微信还是支付宝上面充的是吗 京东啊 讯通上面您这个流量都还没充到账噢行那我这里没有显示充值成功呢您咨询一下新装客服看看是不是延迟了有这种的账单平台充的话就要咨询一下他们这钱是被它们扣走了他们还没还没有把流量给您充进去 四g流量可以用多久啊 
你好 喂你好 嗯 我想想问一下我这个手机上套餐到底是哪个套餐昨天有发了九十九套餐幺八八十八套餐我都自己 买回来了已经变回来那个八十八了 呃是本来原来是说给我办九十九的是吗 嗯如果是广州这边有办宽带然后宽带没登记的话就接收八十八就可以了 已经改过来是八十八的套餐是吧 
您好请讲 噢我想问一下我这个手机昨天开通了那个什么那个三十块钱包月的叠加包那个流量是啊嗯 那有看到了 呃你帮我取消掉这个月就这个月就好了 好的帮您登记次月失效用到这个月底为止 噢就用到这个月底为止 诶是的嗯还有别的什么可以帮您呢 没有你把它取消掉就好了 
您好很高兴为您服务 我想问一下我现在这个号码是什么套餐啊 或者是您这个是三十八块钱一个月的一百分钟五百兆跟来电显示 我那里面然后三五十八的那你帮我换成你们现在不是有五十八套餐吗帮我改成五十八块套餐吗改那个新飞享五八的对吗对 呃您这边内容都了解过了吗 你你们 那我给您改一下吧呃一百分钟全国打全国通话五百兆全国流量跟来电显示有做活动额外会赠送给您三百分钟漳州打全国跟两千五百七十二兆的福建省内流量那这个是长期永久赠送的只要您都在漳州噢您一个月一百分钟跟三g都能用不会没有区别您放心用就行了呃 就是可以可以可以 
您好什么可以帮您 帮我看下我现在呃订购了那个套餐是哪个 您这个月办的是三十八的下个月改了改成八十八的 我刚我是改过两次一呃的意思改改五八然后呢改八八的是不是 已经用了话费算好好好行行行哎行还需要别的帮助吗不客气诶好那祝您生活 
您好请讲 诶你好我想问一下我现在这部手机那个号码呃套餐是怎么什么什么样子 那是五十八套餐里面是有办了就是四百分钟三g的流量 那还有一个六百兆的流量十块钱你帮我删除了吧 可以啊稍等一下不可以帮您删掉了 嗯这个是另外的话还有十块的 对对对 啊这个是是省内呃是国国内的呢 
前面也上面都没有亮没有喂你好哎你好先生 诶请问请问我这卡有哪些业务 稍等我看一下 营业厅里面两毛钱财经对吧号码 一个七十九元套餐短信包三块钱来电提醒两块钱 六八噢那个能不能把那个嗯月租降低 您这个是有跟宽带绑定在一起的如果需要变更的话 幺 
您好很高兴为您服务 哎帮我查一下这个号码是办什么业务呢 请您稍等我帮您查询一下 嗯嗯 没有办理一个十八块钱的套餐还有个两块钱的来电提醒有个彩印功能费这个是三块彩铃功能费是六块有个超级qq功能费是十块 哎这个是什么时候开通的这个这些垃圾呀你能不能查得到那边啊 彩铃的话是您在那个呃买卡的时候就开通的超级qq是您在一千年八月份进行一个开通的那要帮您这些业务都取消掉吗 全部给我取消掉就是难怪我这个电话都没用老人诶这每个月都要几十块几十块到底弄到哪里去 
啊 您好请讲 喂您好麻烦帮我查一下我这个嗯有有什么来电显示还有其他什么 我帮您看一下套餐十八的来电提醒已经预约到期自动关了彩铃也是然后来电显示是送的其他包月的话暂时没有开通 其他我帮您看就是说那个那个彩铃帮我关掉 那您已经关了十二月一号就没有了之前都预约关闭了 二五十二月一号才能那干嘛下不是十一月一号不行啊 它这个是有活动的它有绑定的到期会自动关了 
