一个您好请问您稍后宽带办理还是咨询是是办理我做的是幺八八的套餐原来有送宽带的是吗哦 您要办理的那个地址哪里报一下 请问好好静安区金山路 十七号省军区第六感觉吗稍等一下七 
您好请讲 诶你好帮我看一下那个语音通话跟国内主叫通话有什么区别吗 语音通话跟国内主叫通话没区别一样的呀怎么了吗 那为什么我八十八的套餐新飞享生有两个呀 
嗯哼 您好您请讲 哎你好诶我我想问一下我这个套餐有没有你们这个移动有没有办什么无限流量的这个套餐 无限流量它只有校园服务区才有了向阳您校园套餐有个二十块钱的 
下午好请讲 诶喂您好我想问一下我不是办那个一百三十八的那个套餐就是无线的那个流量吗 恩 他干嘛老师都说我怎么今天又用了多少油可能要收费怎么怎么这什么意思啊 
你好请讲 呃呢好像有什么流量有有没有比较优惠的 流量优惠的呃是有有一个是流量做活动的有六十元有六个g的流量您这已经开过了 有开过是吧 
您好 诶你好你帮我查下这个手机号码是用这个套餐的 嗯二十八的一个飞享套餐每月一百分钟三百兆流量然后下个月转了一个三十八的新飞享套餐 哎三十八是多少流量 
你好 呃我这个号里面的套餐有流量吗 请稍等一下这个月使用的家园卡本身这个家园卡套餐里头没有流量那下个月开始我看到您改为三十八块钱的套餐了下个月开始呢您每个月就有一点五个g的流量了 噢下个月开始啊 
哎您好请讲 哎你好我想请问一下我们移动是不是有一款那个八八套餐一个月五个g的那个流量 嗯是啊有这个套餐的 有是吧 
您好请说 那我想问一下我这个呃飞享五十八元套餐它的国内流量是多少 噢这个国内流量它就只有五百兆的 超出的话呢 
您好请说 呃您好我就是想那个流量的套餐 您是要添加流量套餐是吗 因为我这个月那个流量用完了然后超过不是很贵吗 
嗯嗯嗯嗯嗯您好 喂你好呃我问一下我现在开那个流量包要开哪一种比较划算来 呃现在到月底了就只剩几天啊您大概要多少兆 如果开开一个一个g要多少钱 
您好高兴为您服务 诶你好我想再加点流量然后哎什么样的比较合适 加点流量 呃就我流量用完了吗 
对您好请讲 诶你好我想问一下噢就是办了香港的话流量是有几天的套餐 您到香港大多久呢 嗯嗯两三天吧 
您好请讲 有没有就因为我现在流量没了嘛有没有就用一个月的流量 电话对十块钱有一百兆的还有三十块钱呃您三十块的已经开过了那现在就开十块钱一百兆的 一百兆一百兆那不能没多少 
需要 嗯嗯 您好请讲 你好这个这个套餐现在就就是八十八块 
嗯 您好请讲 一号呃我这个手机每个月流量好像比较多我就想最近用就是呃有没有比较划算的那个流量包的呃套餐有没有 像您这张卡对象订了一个三十元五百兆这个可以考虑取消然后现在比较流呃比较现在比较高的就是那个六十元六个g的就您之前订购一个六十元十二个g的然后如果你用完了话您可以再订一个这个订六十元六个g了因为它这个比你那个三十元五百兆划算因为什呃六十元六个g平均过去十元一个g了那你再去订那个三十元五百兆之前比较贵了现在比比较低了您的三十元五百兆可以考虑取消掉然后接着订是六个g 
你好 来电呢 哎 嗯请讲现在有什么套餐什么加油包是比较优惠的吗 
您好很高兴为您服务哎你 哎你好 你好 想问一下我这个手机的话可以办还有什么比较办什么那个套餐比较划算一点 
哎您好请讲 喂你好你好我这个手机一个锦兴集团了一个什么集团业务的这个是什么是什么东西啊我看一下啊 我看一下您这边的话是一个叫做集团网每个月三块钱有一个三百分钟拨打集团网的电话免费 噢那个你要不帮我取消吧我都不在那边呢 
很高兴为您服务哎 请问一下你们有噢流量多话费少的那种套餐啊 比如说您这张卡现在目前是呃要流量多一些的是吧 啊 
嗯嗯 您好请说 喂您好美女我想请问一下有没有 那种到澳门的那个那个不限流量的 
您好有什么帮助您 哎你好呃我想就是下个月想改一下那个套餐你帮我看看有什么套餐 流量比较多您现在已经是新版五十八的是这个三g不够用对吧那您要不就在剩一个八十八嘛三十八是那个五g的就比较多 八十八块五g吗 
您好很高兴服务 你好嗯有有没有两块钱一天的流量包啊 两块钱一天的流量包这个暂时没有的不好意思 我们有个诶 
您好很高兴为您服务 诶您好我想问一下那个现在有一个套餐是三十八元然后送三百分钟话费和一g的流量有这个套餐吗 呃有啊女士 那我我想办一个要怎么办 
您好请讲 喂您好我想问一下现在有什么流量的套餐有优惠的吗 嗯大概要多少兆呢因为我们有一个 是这样 
您好请讲你好 你好问一下我这里面包月什么北京万南科技是什么啊 呃这个是点播到手机有点播到这些梦网业务才有产生费用我可以把移动梦网总开关关了吧避免下次产生的好吗 哦你帮我取消掉噢 
您好请说 嗯嗯喂你好 你好 呃请问一下怎么星级客户是什么意思啊 
您好请说 哎你好现在有什么流量的那个套餐呀 流量套餐是吗 噢 
您好有什么帮到您的吗喂你好 我问一下那个套餐我本来是五十八那个套餐帮问一下幺三八套餐它它这个具体情况他里面说说是本地流量免费就是说在我这是福州的卡浦区八县内他只有流量都是免费的吗是这个意思 是的 噢它就流量免费然后通话是一天两百分钟它有分业务分的是吗 
您好请问什么可以帮您 我想问一下我这个幺三七九九二五这个手机号噢 嗯 我因为我现在能有人又回到厦门嘛噢我回到我回到厦门了以后那那这个手机号那个网络用办什么套餐网络会比较便宜 
你好 喂你好那个我想问一下现在因为我这个手机卡是泉州卡嘛然后我因为我现在在福州想问一下有没有那个什么样的那个套餐就合适一点的流量套餐 流量套餐是吧呃一般都在就是说我们省内跑步会去外省吧 对啊对对 
再见啊 您好很高兴为您服务您好 诶我想问一下有没有什么便宜的流量包呢 呃又是十元一百兆的加油包马上可以用下个月会自动取消一百兆不要 
您好很高兴为您服务 呃那个我想问一下这张手机卡有没有无限流量 有的您要开通了一个任我用的一个流量那个是盖学校指定区域里面用的那无线了 噢这样子的话就是嗯那那我看那个就是一个软件那个中国营业厅移动营业厅里面有说我好像超出了三十三兆是怎么回事 
嗯您好您请讲 我问你一下我那个套餐里面那个呃通话一百分钟的是是什么意思 这边给您查询您的一百分钟的话就是在那个莆田市区打国内电话的时长不含港澳台 噢你在莆田市区是吧 
您好请讲 诶喂你好诶我想问一下噢就是我收到短信什么事呃什么是叫什么不可共享的流量用完了什么意思啊 啊就是您套餐里面它有分共享额不可共享的 什么时候嗯那您能不能帮我解释一下什么是共享是不是不可共享 
恩好您好请讲呃 啊移动现在是不是有那个什么无限量那个流量的套餐 是没错在福建省内的话流量不限量但是它的通话时间就变成一千二百分钟就不是您现在用了两千四百分钟了 噢我现在是两千四百分钟的 
您好有什么可以帮您 哎你帮我查一下我这个五十八元套餐那个语音通话时长是四百分钟呢还是一百分钟啊四百那为什么我短信收到身份证语音通话一百分钟已经使用完 只有一百分钟是全国都可以用剩余三百分钟是南平本地拨打全国 噢那这样的话它那个部分用完了噢就是一百的用完了那剩下的 
您好请讲 那个我这个手机号码有没有流量 我帮您看一下这张卡套餐里面有包含一百兆的国内流量 就一百兆吗 
您好请讲 嗯请问我们我刚才看到你们里面那个流量套餐里面有个一百三十发短信无限流量是吧 恩对是的 他是说在莆田之内上网都邮件流量啊 
您好很高兴为您服务 我想我想问一下那个省内闲时流量是什么意思吗 省内闲时流量是一个夜间流量包 营业厅 
嗯你好请说嗯 我问一下那个那个流量流量不够要不我流量怎么办 噢您现在正常再再要再补一个流量嘛对吧 呃我是那个八十八块 
您好很高兴为您服务 你好帮我看一下我本机九十九的那个呃家庭套餐的那个包含一些什么内容的 嗯稍等所以这个套餐它是三百分钟然后是一点啊那个两个g的流量 两个g的流量是呃套餐在他一直在还是套餐在他一直在它这个是不是还有额外再赠送一年的什么东西一号 
嗯 费用 您好请讲 哎你好我想问一下如果改套餐的话有哪个套餐就是它的它那个电信的流量会比较多一点 
你好您好很高兴为您服务哎你好恩你好 诶我我想问一下我我那个里面有个什么彩铃的是什么 中国移动的这个 帮我删掉 
早上好很高兴为您服务诶你好您好 哎 诶你好 呃请喂 
你好诶我这个有没有那种是流量多一点的我这个关这意思一三包什么流量这一g有没有就是流量这一块多一点的 流量流量我们现在确实有个活动有个二十元两个g的从十一月一号生效的有需要吗 二十二十个g二二十元的七十一月一号可以生效 嗯 
啊您好很高兴为您服务 你好帮我查一下那个呃国内流量最最低优惠的是多少 国内流量我们的话最低是三十元一个g 三十元一个g是吧 
你好 喂你好诶有什么像什么宽带的业务啊宽带的套餐那个流量的套餐 流量的套餐这边现在是您是说要咨询有含宽带跟流量的那种套餐 吗不 
嗯您好很高兴为您服务 啊你好 你好 我这张卡是无限使用流量的对吧 
十八元的您好您说 诶你好因为我刚才在那个移动营业厅里面看到不是你们有十五块钱一g的那个月租的流量吗为什么我订不了呀 那种十五元一g的流量包必须要您的套餐要两百三十八元套餐才能订购的但是就是两百三十八套餐才有开放的 一号返 
您好请讲 喂我想问一下那个都手机套餐最最低的有多少钱呐 八块 八块它内容交完 
您好请讲 诶诶我想嗯之类的我想换那个别的套餐有没有什么就是流量比较多的 有啊五十八五十八赠送给您流量是三个g五百兆国内两千五百七十二兆的省内流量 行那之前的那个呃四十九块钱四g的那个活动还有吗 
您好请讲 诶你好 诶您好 诶那个流量十块钱多少兆 
再见为您 服务 你好 喂你好那个喂是有一个就是家庭网的那个那个套餐是吗 
您好请讲 诶你好你好现在有没有什么套餐就是说省内拨打的那个什么套餐呐 噢您是说分钟数比较多的对吧 啊对对对 
不要 您好高兴为您服务 你好你好知道咨询一下应该是流量钱全国通用的有什么比较优惠的拜拜 呃全国通用的我看一下流量全国通用的话那这边是有那种三十块钱一个g的五十块钱两个g的这种流量包现在会比较合算一些 
您好请说 哎你好我想问一下这个装宽带是在我现在是在那个三号网那边 嗯 啊然后我这边宽带的话他说办办一个手机套餐是不送宽带是吧 
您好问 你好那个问一下那个最低套餐是是多少了 最低套餐帮您看一下您稍等嗯目前的话我们人工台能更改的是十八元套餐 现在最低的是吧 
您好喂 嗯呃帮我查询一下我本 对 八元的套餐这个 
您好很高兴为您服务 诶你好那个请问我呃就是那个腾讯视频通的那个任我看了那个视频流量噢它是可以那个存在手机里面下载下来这手机里面看吗 您说你下载的时候可不用那个流量是吗 对 
哦哦 你好 您好高兴您服务 呃喂你好 
您好请讲 问一下我本机的那个套餐在外省的话可以用多少g的 只能用一百一个g啊先生 那我现在要多少这样 
那行您好 喂你好就是我想问下一条那最低的套餐是八块钱是吧 对没错 那我现在可以帮我调帮我如果我现在拿下个月生效吗 
啊你好请说 你好诶我想问一下你们现在下个月还有没有那款八十八元的那个 新飞享系列的吗 嗯嗯就是说多少兆的好像是 
对您好 喂你好嗯我这张卡那个每个月有多少流量 六百兆 六百兆 
嗯您好很高兴为您服务呃我我想问一下就本机这个的话行开全球通的话现在有什么套餐您目前就是全球通的目前是全球通了现在哪个价位的套餐五十八的噢五十八的嗯行好好还有什么可以帮您啊暂时没了恩好的祝您生 
嗯 您好很高兴为您服务 帮我查一下我这个号码噢是一天五百兆的是不是 呃对每天扣一块钱五百兆 
嗯你好请说 喂 诶您好请说好 就是因为我们动力加套餐是什么意思呢 
您好请讲 但喂你好请问一下移动的最低月租是多少 呃八块 麻烦那你能不能把我下个月产生八块 
哎好请说 哎你好我现在我现在我想问一下我现在的套餐不是是四十八块钱的套餐嘛然后里面只有五百兆的流量吗 呃对 那我那现在有什么套餐的流量比较多 
您好 呃您好我想问一下我想去那个怕老旅行然后那个那边我要开通什么吗 嗯另外一个号码是吗移动号码是吗 嗯对对对对然后就再 
您好有什么可以帮助您 哎你好我想查一下你们这边全球通一百二十八套餐没有呃流量有超多一些的 那您是都在外地用吗 啊账户本地用但前面这边我另外一个手机卡嗯我知道怎么那个套餐的也是全球通的但是不好那个不那个那个喂流量扣款了才一百多 
您好您请说 呃您好我请问一下我这个手机里面我本来只有一百兆的流量跟一百分钟的电话费然后发现你们经常发信息过来我有省内嗯嗯 两gd 那个流量是什么意思 
您好请说 哎你好就是我想咨询一下就是我现在用的这个套餐里面有一个那个服务区流量那个写的是什么流量 这个是本地校园流量 本地校园流量啊就是我们如果不在校园到我用的话费流量我就不能用是吗 
再见您好很高兴为您服务喂哎你好我想问一下我现在的套餐那是什么情况啊 十八飞享套餐全球通的包含一百分钟通话一百兆流量和来电显示 噢就十八块钱是吧那我现在每个月我现在花了多少钱呐 嗯您稍等我看一下这个月的情况三十一块一分 
好 你好请讲 喂你好 诶你好 
宽带早上好 哎我想问一下我这个套餐是里面的话分钟是多少 一千两百分钟 一千两百分钟有个是五十九 
您好你好 哎你好 嗯因为那个 我那个改那个五十八块的套餐五十八块的套餐是就是流量是多少啊 
看看 嗯 您好请说服务诶你好 喂你好 
您好请说 诶我想问你一下嘞嗯我原来流量还够用有这个月流量不够用然后有没有我是想说有没有那种什么什么流量比较是会的那样子呢 我想再 申请 
您好很高兴您服务 喂 您好 高兴 
哼您好请讲哎你好我想说我这流量用完现在怎么处理 您可以再订加油包的或者多一点的流量套餐都可以 歪点那个那个流量流量包再给我开一个十块钱的吧 嗯行那我就帮您先开一个加油包十块钱一百兆这个可以马上使用的下个月自动关闭 
您好请说 你好请问现在是不是有什么新的呃套餐叫什么嗯嗯 多少钱的 三十八五星叫什么新什么套餐新飞享吗八十八吗新飞享三十八三十八嗯幺诶能不能发给我看一下 
您好很高兴为您服务 呃我想咨询一下我就是有没有那种两百要元上网的卡 呃是什么 下午元在学小孩子都没有了他就是说上网流量会比较多 
怎么样 您好请讲哎你好我那个那个套餐里面有那个五块的什么动漫什么包月那个给我看一下那是什么好帮您看一下噢稍等有个手机动漫这个帮您关掉吧噢这个要关掉对恩好帮您关好了噢噢好好 嗯还有什么可以帮您的吗 噢不用了 
您好请讲 呃喂您好我想请问一下为什么这个月没有省内流量啊本来流量不是套餐里面的吗 省内流量的话套餐里面的它是校园特享包你本机的话稍等一下帮您查看一下 啊好 
嗯哼 您好很高兴为您服务 哎你好我现在在外地我那个流量不够用有什么套餐吗 我帮您检查一下请您稍等 
您好很高兴为您服务 呃喂你好那个我想问一下我现在就是套餐内就是三十八那套餐内包含什么有什么东西啊 里面给您赠送的是一百分钟本地拨打国内通话时长跟五百兆流量 噢就只有这些吗 
您好请说 存话费嗯嗯再刚才不是跟跟移动有个打电话过来了嘛哈他说有一个怎么八十八元的套餐他说呃有那个通话通话那个时间有一千一千了一千二百分钟吗那个流量有五千几 五五千兆嘛五千兆有没有这个有个八十八的套餐 对啊嗯嗯就这样吗 
您好请说 最近有没有那个断网的流量比较优惠的 上网流量我看一下您只要这个月的是吗 嗯 
什么费用您好什么帮您 喂您好这咱们这有没有套餐流量多的呀 呃流量额外开通包的话我们现在有三十块钱一个g的然后五十块钱两个g等等的这些套餐 五十块钱两个g什么意思啊 
您好请讲 哎你好我想问一下那个移动这边是不是有那个一个月只要八块钱的那个套餐呢 有最低八块钱 噢那我现在这手机是十八块钱套餐你能帮我改成这个八块钱的套餐呐 
您好请讲 诶你好那个我想咨询一下噢你们那个神州行嗯十八元的那个家园卡是在全国各地内打全国各地的电话都是两百分钟是吧 八元不是啊他觉得优惠区内打电话两百分钟啊优惠区内 比如说我在 
您好 喂你好我想问一下我这个不是每个月的套餐是不是只有九块钱然后打出有没有一百分钟打噢 稍等我帮您查看一下这个九块他打电话每分钟一毛九没有免费的分钟数 没有没有没有那种一百分钟那种多数是吗 
您好很高兴为您服务 诶我想问你一下就是刚才我说呃我有接到一个电话他是说叫我那个改那个套餐他说是飞享三十八元的那种套餐二零一七版他说那里有一点五g的流量还有三三百分钟的话嗯那个通话那个是不是真的嘞 对确实有这个 服务他就是他就是嗯叫我发验证码嘛后面我又没发过去 
中午好 喂你好哎原先有个什么叫流量加油包的现在怎么不没有了吗 还有啊十块钱一百兆加油包还有可以加的 呃五块钱多少啊 
您好您说 哎呦我可以问一下我这个手机号的那个套餐有那个无线流量吗 无限流量我帮您看一下请稍等 恩 
你好请讲 哦嗯我的流量用完了我回我想加一点是有套餐的嘞 噢在家的话目前上有十块钱一百兆或者是多一点的有三十块钱一个g然后其他更多的也都有 那一个g也就不完了 
您好请说 喂您好我我这个号码的这个月送的分钟数用完了现在怎么办啊 用完以后打电话就要正常计费了这目前是没有其他的这种叠加的通话包只能是按照每分钟一毛九正常计费 噢然后只能消费正常的每分钟一毛九是吧对现在这边的收费噢噢一月有有没有其他的呃补充包呢 
你好 诶你好我想查一下我这个套餐有流量吗 没有流量 那我这个套餐是 
好 喂 您好请说嗯您好 嗯请问一下就是那个呃我用手机充值的那个流量就是我充值的省内流量但是我我现在现在是他用我的号码是福建的呃我给您看一下噢这个这个问题啊就它那个省内流量是应该是福建号码是直接用 
您好请讲 诶问一下现在是不是流量套餐有没有不一样的 有现目前您现在是三十元五百兆我们现在已经这个月刚刚提速的三十元一g的流量 那我这个包能不能改一下可以可以我帮您改下个月生效 
您好请讲 哎你好你好我想问一下你们是不是有一款三十八块的套餐呢 没错 是三百分钟然后一千五百兆的流量是吧 
您好请讲 哎你好我问一下现在有什么什么什么卡比较优惠的 什么卡比较优惠您试一下流量多还是电话分钟数多还是什么 就是打电话就可以了我不要流量呢 
您好您说 哎你好我想问一下我现在这个这个里面这个里面的话那个有一个四g四g的一个流量包我这个流量包的话应该是国内的流量包还有省内的流量包您稍等一下帮您查询一下诶好的麻烦您 您您这个六十块钱六个g流量的话它是属于全国流量的所以您还剩下四千三四千八百三十兆它就就是全国流量您放心 就说我的在全国各地方都可以用是不是 
您好请讲哎诶那个移动有一天一块钱的那个诶那个一一g的流量是吧它那是新买一个号码卡要跟主号绑定付费关系 要新买个号码卡 对 那上网的时候要买号码卡噢 
噢你好请说 诶你好我是那种流量不够用要怎么办呢 请稍等帮您查询您要不另外买流量包我们现在有做一个六十元的流量包六十元您可以买六个g的流量有效期的话是一百八十天之内都可以用的 噢那那我这个月不够用要先买什么比较合算 
您好请说 诶你好诶我是想问一下是不是你们这边可以问那个什么交通违法的 交通违章的话那您看一下是厦门的车嘛我们这个厦门有提供 我我的我是我的是龙岩的车就是车牌是龙岩的然后是在厦门违章呢 
诶请说嗯 嗯嗯你好我问一下那个呃现在有没有什么那那种的流量流量套餐 流量套餐稍等一下我看一下好的呃有十块钱一百兆三十块一g的还有六十块六个g的您看要开多少钱的 吧十块钱的 
您好什么可以帮您 诶你好诶现在有什么流量 您要另外再开流量包是吗啊我们现在有个活动有个六十块钱六个g可以在一百八十天内使用的您看下要不要办理这个 呃不要早一点 
早上好请讲诶你好我想问一下那个移动现在有一个那个无限流量的那个套餐是吧有一百三十八的本地流量不限量它那个是说 手机流量用当地套餐呃呃二g的流量是吗就先用四g的是不是还是说都是数据了 流量达到三十个g费以后它网速会被限速掉的 电视高多块呢 
您好请说 查了一下我想把套餐得等下是次月生效 呃改套餐都要第二个月才能生效 是下个月是吧 
你好请说 啊您好我想请问一下就是这个这个手机号现在有三百分钟的那个语音语音的那个是怎么回事噢就是现那那不是说拨打电话就可以免费使用的吗为什么每次打电话都用不到那个呢 那个是要在漳州本地打全国在郑州打的 噢这样子 
再见 你好请讲 哎你好我问一下就是我这个套餐噢它那个他说三百分钟它本地的那你帮我查一下 祝陈什么 
用了七十五了很高兴为您服务 哎你好我现在想问一下就是移动就是家庭宽带有什么套餐 家庭宽带您是要新装我们移动宽带吗还是什么 呃对我想咨询一下 
您很高兴为您服务 我想问一下我那个九元的爱奇艺那个套餐还是多少流量 好您稍等我查一下哈 好的不知道 
您好您说请讲请说 喂你好 噢好的 噢现在流量有什么安划算的套餐吗哇 
诶你好 你好我想问什么可以帮到您的呃我想问一下我这张卡他有送的那个视频三g流量是爱奇艺的吗 呃请稍等我给您看看您好您的手机上面是指定爱奇艺软件的没错 垃圾软件没错吧 
您好高兴为您服务 呃我想问一下有没十块钱的流量套餐 有啊十块钱加油包一百兆 一百兆吗 
您好 你好你好那个澳门那个什么套餐啊 噢它是有流量的比如说三天六十八五天一百零八七天一百四十八的通话没有原来它有一些畅听日套餐暂停掉了现在没有诶 嗯嗯好好好那没事谢谢 
您好请问什么可以帮助您 呃我我想问一下我如果要改这个套餐的话我现在套餐是一百兆流量的是吗 嗯您办的是学习套餐 里面有如果说我想改那个现在不是有那个三十八元的套餐吗 
您你好 喂你好我想请问一下我那个手机短信里面收到什么统付流量还剩余七十兆是什么意思啊 好的我帮您看一下哈请您稍等统付流量就是集团就是您自己在外面买的那个流量啊 我没有买啊没有买哪一个就是自己本来每个月三十兆我都用不完我还去买流量干嘛 
嗯您好 喂 喂诶您好很高兴为您服务块请问一下我现在改这个套餐那个有什么什么具体是什么什么什么什么东西 您是要改这个套餐有国内流量五百兆还有省内流量五百兆还有本地拨打国内两百分钟另外是还有送一个宽带和电视账户噢 
您好请讲 喂你好 他 现在这种那个移动移动卡是有什么套餐是那个就说一个什么幺三八的套餐是那个流量无限用的是吧 
您好请说 啊你好呃请问一下那个现在那个上网套餐有没有什么比较优惠的 有啊比如说六十块钱六g流量半年之内用完都可以的 六十块钱 
您好请说 诶你好我想问一下 诶我那边 南平地区五十八套餐到底有多少分钟话费啊 
您好请说 哎你好我收到一条是十七号他说我什么呃升级什么三星客户这什么意思啊有有什么优惠活动吗诶姓名 呃没有他就是说您的那个星级电话变成三星级用户它只是针对一个信用度的问题变成三星用户这个是没有没有关系的 噢这个关系啊 
你好请讲 喂你好我想问一下我的套餐里面有一个微信烟什么时候选包二十五打电话大概是什么东西 vip嗯请稍等我查看一下 呃对 
您好请讲诶你好 诶请问一下那个流量国内流量跟跟那个什么省内流量是什么意思 昨天是说您只能在福建省内用国内就说不管您在省内还在省外都可以使用 那我们的流量就一般跟这我们在当地用的那个流量是叫什么流量嘞 
您好 诶嗯嗯喂您好 你好请讲 我我我想换一个那个手机那个套 
恩您好请说 哎你好诶可以帮我把下个月呃在高一千与那个五十几块那个套餐嘛就是两g的全国流量的 可以呀五十块两g打电话两毛钱一分钟 对对对 
您好请讲 喂你好 呃您好请说 诶可以给我加一个叫什么流量流量加三十元的多少 
你好请说 诶你好额我刚才到密码他说他说我这个号码可以变更成三十八元套餐然后送三百分钟的那种送送一百兆国内流量然后一千四百兆省内流量这个是真的还是假的 呃有这种套餐就要三十八块钱的 嗯嗯有这种套餐是吧 
您好您说 喂 你好 我问一下那个现在有什么省内省内流量 
嗯 嗯 您好请讲 诶我问一下我这手机号有没有积分呐 
你好 噢你好我想问一下我本机的这个号码的 噢您的月租套餐的话是十八元这样子 诶你噢每个月是十八元啊 
您好很高兴为您服务 哎你好我的流量用完了现在怎么办呢要加加什么流量包还是什么 我先查看一下哈稍等 好的 
很高兴为您服务 喂你好 哎您好 哎你好我问一下我这个流量套餐是多少是多少的 
您好请说 喂你好诶帮我查一下三零四g流量什么套餐是不是啊 流量您这边是有个三十块钱的五百兆流量 噢能不能下个月帮我停掉 
您好请讲 你好帮我查一下我那个多少流量的那个套餐就是另外的套餐就是多买的套餐是买的什么套餐 就是除了五十元本身套餐内的两g呢另外有买了一个七十块钱两g的流量包 帮我退掉吧我他们刚刚不是你们移动打电话给我就换一个套餐那个有一个月g的流量这个就够了 
您好请说 喂你好 您好 要想到一个信息他请问那个国内流量是什么意思 
您好请说 诶问一下我这个手机号有没有语音套餐可以订 呃什么意思就把套餐改掉是吗 他不是你们语音什么阅阅的套餐 
卡哼 很高兴为您服务 那我想问下呃现在什么套餐适合流量无限使用 嗯您都在泉州本地用吗 
您好 哎你好请帮我查一下我那个三五分钟 送了多少分钟还剩多少流量谢谢哎好的帮您看一下您稍等 好的谢 
宽带您好很高兴为您服务 喂你好呃我想问一下最近有没有什么比较优惠的那个流量套餐 呃流量套餐您是要大概需要多少呃多少的下长期用还是说就是连续使用 长期用因为我现在一个月只剩下三百兆了有点不够用 
您好请讲 对诶我这个手机号是那个每个月是赠送给几分钟那你帮我查一下 一百分钟 只有一百分钟是啊 
你好很高兴服务 噢现在是不是有那个多少话费七十元的套餐呢 多少元的套餐您再讲一下先生您要转哪个套餐 三g的这换怎么过去的 
您好请讲 我想问一下现在是不是有个套餐是三十八的然后有通话分钟还有流量一g什么的 对三十八是有三百分钟通话现在一点五g省内流量 那能不能帮我这套餐改为这个这个三十八的套餐 
