一个您好请问您稍后宽带办理还是咨询是是办理我做的是幺八八的套餐原来有送宽带的是吗哦 请问好好静安区金山路 
您好有什么帮助您 流量比较多您现在已经是新版五十八的是这个三g不够用对吧那您要不就在剩一个八十八嘛三十八是那个五g的就比较多 
您好很高兴服务 两块钱一天的流量包这个暂时没有的不好意思 
您好很高兴为您服务 呃有啊女士 
您好请讲 嗯大概要多少兆呢因为我们有一个 
您好请讲你好 呃这个是点播到手机有点播到这些梦网业务才有产生费用我可以把移动梦网总开关关了吧避免下次产生的好吗 
您好请说 你好 
您好请说 流量套餐是吗 
您好有什么帮到您的吗喂你好 是的 
您好请问什么可以帮您 嗯 
你好 流量套餐是吧呃一般都在就是说我们省内跑步会去外省吧 
您好很高兴为您服务您好 呃又是十元一百兆的加油包马上可以用下个月会自动取消一百兆不要 
您好很高兴为您服务 有的您要开通了一个任我用的一个流量那个是盖学校指定区域里面用的那无线了 
嗯您好您请讲 这边给您查询您的一百分钟的话就是在那个莆田市区打国内电话的时长不含港澳台 
您好请讲 啊就是您套餐里面它有分共享额不可共享的 
恩好您好请讲呃 是没错在福建省内的话流量不限量但是它的通话时间就变成一千二百分钟就不是您现在用了两千四百分钟了 
您好有什么可以帮您 只有一百分钟是全国都可以用剩余三百分钟是南平本地拨打全国 
您好请讲 我帮您看一下这张卡套餐里面有包含一百兆的国内流量 
您好请讲 恩对是的 
您好很高兴为您服务 省内闲时流量是一个夜间流量包 
嗯你好请说嗯 噢您现在正常再再要再补一个流量嘛对吧 
您好很高兴为您服务 嗯稍等所以这个套餐它是三百分钟然后是一点啊那个两个g的流量 
嗯 您好请讲 
你好您好很高兴为您服务哎你好恩你好 中国移动的这个 
早上好很高兴为您服务诶你好您好 诶你好 
流量流量我们现在确实有个活动有个二十元两个g的从十一月一号生效的有需要吗 嗯 
啊您好很高兴为您服务 国内流量我们的话最低是三十元一个g 
你好 流量的套餐这边现在是您是说要咨询有含宽带跟流量的那种套餐 
嗯您好很高兴为您服务 你好 
十八元的您好您说 那种十五元一g的流量包必须要您的套餐要两百三十八元套餐才能订购的但是就是两百三十八套餐才有开放的 
您好请讲 八块 
您好请讲 有啊五十八五十八赠送给您流量是三个g五百兆国内两千五百七十二兆的省内流量 
您好请讲 诶您好 
再见为您 你好 
您好请讲 噢您是说分钟数比较多的对吧 
您好高兴为您服务 呃全国通用的我看一下流量全国通用的话那这边是有那种三十块钱一个g的五十块钱两个g的这种流量包现在会比较合算一些 
您好请说 嗯 
您好问 最低套餐帮您看一下您稍等嗯目前的话我们人工台能更改的是十八元套餐 
您好喂 对 
您好很高兴为您服务 您说你下载的时候可不用那个流量是吗 
哦哦 您好高兴您服务 
您好请讲 只能用一百一个g啊先生 
那行您好 对没错 
啊你好请说 新飞享系列的吗 
对您好 六百兆 
嗯您好很高兴为您服务呃我我想问一下就本机这个的话行开全球通的话现在有什么套餐您目前就是全球通的目前是全球通了现在哪个价位的套餐五十八的噢五十八的嗯行好好还有什么可以帮您啊暂时没了恩好的祝您生 
您好很高兴为您服务 呃对每天扣一块钱五百兆 
嗯你好请说 诶您好请说好 
您好请讲 呃八块 
哎好请说 呃对 
您好 嗯另外一个号码是吗移动号码是吗 
您好有什么可以帮助您 那您是都在外地用吗 
您好您请说 两gd 
您好请说 这个是本地校园流量 
十八飞享套餐全球通的包含一百分钟通话一百兆流量和来电显示 嗯您稍等我看一下这个月的情况三十一块一分 
你好请讲 诶你好 
宽带早上好 一千两百分钟 
您好你好 嗯因为那个 
看看 您好请说服务诶你好 
您好请说 我想再 
您好很高兴您服务 您好 
您可以再订加油包的或者多一点的流量套餐都可以 嗯行那我就帮您先开一个加油包十块钱一百兆这个可以马上使用的下个月自动关闭 
您好请说 多少钱的 
您好很高兴为您服务 呃是什么 
怎么样 嗯还有什么可以帮您的吗 
您好请讲 省内流量的话套餐里面的它是校园特享包你本机的话稍等一下帮您查看一下 
您好很高兴为您服务 我帮您检查一下请您稍等 
您好很高兴为您服务 里面给您赠送的是一百分钟本地拨打国内通话时长跟五百兆流量 
您好请说 五五千兆嘛五千兆有没有这个有个八十八的套餐 
您好请说 上网流量我看一下您只要这个月的是吗 
什么费用您好什么帮您 呃流量额外开通包的话我们现在有三十块钱一个g的然后五十块钱两个g等等的这些套餐 
您好请讲 有最低八块钱 
您好请讲 八元不是啊他觉得优惠区内打电话两百分钟啊优惠区内 
您好 稍等我帮您查看一下这个九块他打电话每分钟一毛九没有免费的分钟数 
您好很高兴为您服务 对确实有这个 
中午好 还有啊十块钱一百兆加油包还有可以加的 
您好您说 无限流量我帮您看一下请稍等 
你好请讲 噢在家的话目前上有十块钱一百兆或者是多一点的有三十块钱一个g然后其他更多的也都有 
您好请说 用完以后打电话就要正常计费了这目前是没有其他的这种叠加的通话包只能是按照每分钟一毛九正常计费 
你好 没有流量 
好 您好请说嗯您好 
您好请讲 有现目前您现在是三十元五百兆我们现在已经这个月刚刚提速的三十元一g的流量 
您好请讲 没错 
您好请讲 什么卡比较优惠您试一下流量多还是电话分钟数多还是什么 
您好您说 您您这个六十块钱六个g流量的话它是属于全国流量的所以您还剩下四千三四千八百三十兆它就就是全国流量您放心 
您好请讲哎诶那个移动有一天一块钱的那个诶那个一一g的流量是吧它那是新买一个号码卡要跟主号绑定付费关系 对 
噢你好请说 请稍等帮您查询您要不另外买流量包我们现在有做一个六十元的流量包六十元您可以买六个g的流量有效期的话是一百八十天之内都可以用的 
您好请说 交通违章的话那您看一下是厦门的车嘛我们这个厦门有提供 
诶请说嗯 流量套餐稍等一下我看一下好的呃有十块钱一百兆三十块一g的还有六十块六个g的您看要开多少钱的 
您好什么可以帮您 您要另外再开流量包是吗啊我们现在有个活动有个六十块钱六个g可以在一百八十天内使用的您看下要不要办理这个 
早上好请讲诶你好我想问一下那个移动现在有一个那个无限流量的那个套餐是吧有一百三十八的本地流量不限量它那个是说 流量达到三十个g费以后它网速会被限速掉的 
您好请说 呃改套餐都要第二个月才能生效 
你好请说 那个是要在漳州本地打全国在郑州打的 
你好请讲 祝陈什么 
用了七十五了很高兴为您服务 家庭宽带您是要新装我们移动宽带吗还是什么 
您很高兴为您服务 好您稍等我查一下哈 
您好您说请讲请说 噢好的 
诶你好 呃请稍等我给您看看您好您的手机上面是指定爱奇艺软件的没错 
您好高兴为您服务 有啊十块钱加油包一百兆 
您好 噢它是有流量的比如说三天六十八五天一百零八七天一百四十八的通话没有原来它有一些畅听日套餐暂停掉了现在没有诶 
您好请问什么可以帮助您 嗯您办的是学习套餐 
您你好 好的我帮您看一下哈请您稍等统付流量就是集团就是您自己在外面买的那个流量啊 
喂 您是要改这个套餐有国内流量五百兆还有省内流量五百兆还有本地拨打国内两百分钟另外是还有送一个宽带和电视账户噢 
您好请讲 他 
您好请说 有啊比如说六十块钱六g流量半年之内用完都可以的 
您好请说 诶我那边 
您好请说 呃没有他就是说您的那个星级电话变成三星级用户它只是针对一个信用度的问题变成三星用户这个是没有没有关系的 
你好请讲 vip嗯请稍等我查看一下 
您好请讲诶你好 昨天是说您只能在福建省内用国内就说不管您在省内还在省外都可以使用 
您好 你好请讲 
恩您好请说 可以呀五十块两g打电话两毛钱一分钟 
您好请讲 呃您好请说 
你好请说 呃有这种套餐就要三十八块钱的 
您好您说 你好 
嗯 您好请讲 
你好 噢您的月租套餐的话是十八元这样子 
您好很高兴为您服务 我先查看一下哈稍等 
很高兴为您服务 哎您好 
您好请说 流量您这边是有个三十块钱的五百兆流量 
您好请讲 就是除了五十元本身套餐内的两g呢另外有买了一个七十块钱两g的流量包 
您好请说 您好 
您好请说 呃什么意思就把套餐改掉是吗 
很高兴为您服务 嗯您都在泉州本地用吗 
您好 送了多少分钟还剩多少流量谢谢哎好的帮您看一下您稍等 
宽带您好很高兴为您服务 呃流量套餐您是要大概需要多少呃多少的下长期用还是说就是连续使用 
您好请讲 一百分钟 
你好很高兴服务 多少元的套餐您再讲一下先生您要转哪个套餐 
您好请讲 对三十八是有三百分钟通话现在一点五g省内流量 
您好请讲 现在有新的那种和家庭套餐像九十九的它上面总的是本地打国内电话三百分钟有一g的是全国流量一g的是省内流量然后宽带是有一百兆这种是新版的您可以到营业厅里面去改新的套餐 
您好请讲 无限套餐也是说流量没限制的吗 
你好请说对 您是说这个月补充的吗 
您好请讲 家庭网是吗 
您好请说 全球通八十八套餐是吗对对对从飞享八八套餐是有五g的流量是五g流量在省内都可以使用另外还有赠送一千两百分钟通话分钟数可以用 
您好很高兴为您服务 流量包比较多人办了有一款六十块钱六个g的它是一次性扣六十给六个g流量然后半年之内用完就好了 
嗯您好请说 噢也是飞享五十八套餐里面是有三个g流量在省内可以用然后打电话是有四百分钟其中呢有一百分钟是全国的另外三百分钟有要求必须在莆田本地打您平时会不会在外地经常用吗出差漫游啊 
很高兴为您服务 现在您还参加了一个流量的活动 
您好请说 噢 
幺您好请讲 流量包是吧流量包现在有个六十元有六个g的全国流量有效期可以用半年的平均下来就十块钱一个g这样子 
您好请讲 恩您好 
您好很高兴为您服务 您好很高兴 
您好请说 您好 
您好有什么可以帮您呃 就是无限流量是没有线的那个无限流量还是没有限量的有无限流量没有限量了很多这样子啊没有限量的无限流量的话我们这个这种专门的卡是没有我们有套餐是这么呃对啊我就是问问我我就说有没有说它那种套餐噢还有一百 
高兴您服务 您好 
喂您好很高兴为您服务您好很高兴为您服务诶您好你说 啊套餐有啊是五十块两g的流量包是按天折算的像今天都十八号了吗今天十八号您办理五十块两g的我们就收您二十三块零一分有九百四十九百四十二兆今天开的话 
您好请讲 没有八十八无限流量无限流量是这种是一百三十八就您现在这个 
下午好 一天一g这个是流量王的号码卡正在重新入网一张再重新买一张流量王的号码然后跟哪个号码进行捆绑付费关系才可以啊 
您好请讲 稍等啊 
您好请说 优惠的流量套餐现在比较优惠六十元六g的了 
诶你好您好请问什么可以帮到您呢再见 嗯这号码现在这张卡新款的它通话分钟数是四百分钟上网流量套餐的话是有三个g但由于您是在十月十七号十七号买的我们套餐金额试着办的所以只收您二十八块六毛钱的月租然后您的数据上网流量我们这边折算完之后应该只剩下一点五个g左右通话时间都全部加起来有一百九十八分钟 
你好您好请讲 噢您现在套餐的话是八十八的然后每个月通话的话有一千两百分钟全国的都可以打流量每个月有五个g省内的之前当月费用 
您好很高兴为您服务 国内流量就是说在全国都可以通用的省内流量就只能在福建省内用 
您好很高兴为您服务 短信的有十块两百条二十块四百三十块六百兆 
您好请讲 安心包它不用收费这个的话是长期有效的在您手机流量五百兆用完之后如果您有接着上网它会自动按照十块钱一百兆给您补充 
帮助您很高兴为您服务 流量套餐有啊流量套餐比如说您套餐里面有五百兆国内流量然后我们有另外送给您一个g福建省的流量啊然后噢现在在六十兆如果流量不够用可以另外开流量套餐比如说有三十块一个g的另外开也可以啊 
您好请说呃喂你好 八块钱的是吗对噢有啊 
您好很高兴为您服务您好 就是它有送您一个宽带一百兆然后送您的互联网电视的账号然后额外送您四个g的流量还有六百分钟的通话 
您好很高兴为您服务 诶您好 
您好请说 喂你好 
您好很高兴为您服务啊 那这样我们没有那种本地的流量套餐我们这边开的套餐都是全国通用的不管您在本地或者在外地都能用的这种的 
您好很高兴为您服务 无限流量您的流量是吧流量的话如果是漳州本地不限量的话是一百三十八怎么 
嗯您好请讲 嗯嗯 
您好请说 国内流量包您稍等一下 
您好请说 噢你现在段的是属于三十八套餐如果比较多的话我们有个新飞享五十八套餐套餐月租十八块钱 
你好请说 优惠的话就是六十元六g的活动最多可以用一百八十天您现在人是在这个福建省内吗 
您好请讲 取消 
啊您好高兴您服务 呃您现在套餐是五十八的套餐一百五十分钟通话一百五十兆流量 
您好请讲 前两天他说订的套餐是什么样的套餐我这 
您好请请讲 噢它是说您这边有重新星级您是担心的根据您哎 
您好请讲 我看一下稍等 
哎 嗯现在帮您看一下对也是幺三九套餐是有这个送宽带的那如果您要改套餐要把宽带取消才能改 
早上好您说 每天五百兆省内流量 
您好请说 您这个十八块钱的套餐有一百兆的流量 
您好很高兴为您服务 流量是吧我帮您看一下稍等一下对您这边还说话是校园四八套餐就套餐四十八块钱它是有包含五百兆的国内流量呃还有一个是两千五百七十二兆的校园流量然后一个g的这个闲时流量 
您好请讲喂你好 校讯通 
您好请讲 我看一下噢 
你好很高兴为您服务 呃港澳台是吗港澳台漫游功能呃您说 
你好请讲 是八百三十八的 
您好很高兴为您服务 嗯新飞享八十八有五个g的流量五百兆国内通用流量四千六百二十兆的一个省内流量 
你好 有吗有五十八的有 
您好请说 按什么流量您是说 
呃您好请说 没有丰台现在最低有那个一百三十八套餐那个本地流量无限量使用 
祝您 您好请说 
嗯您好请讲 手机流量是吧 
下午好 噢现在没有专门针对通话分钟数的额外加的 
你好请说您好 噢那您在莆田吗 
您好请讲 新飞享三十八没错给您改那个套餐是吗 
您好请讲 先生您这个八十八套餐里面都是国内呃您这省内流量是有有赠送您省内呀如果到福建就可以使用了 
你好请说 另外一种新推出的套餐它有一点五g但是您这号码改不了的因为它这个套餐有要求原来套餐要小于三十八的号码它才能改 
我看一下您稍等一下流量您现在用的是五十八您只要开这个月吗还是每个月都要 嗯现在有一个三十块一个g因为今天十七号这个月开通收您十四块八五百零四兆这个比较优惠 
你好请讲 对有是有这个套餐 
您好请讲 您好 
您好请讲嗯那个 好帮您看一下好的 
您好请说 噢在省内还在省外呢 
您好请说您好请说哎 套餐是吗 
您好很高兴为您服务您好 您这要不然您可以帮您转六十块六个g流量有效期一百八十天您就办这种这种比较便宜 
您好请讲 请稍等我帮您看一下噢它是说您手机有一个机顶盒那个服务是到这个月月底到期的到期如果您没有取消的话那就电视费用一个月就十八块钱的电话费里面扣了 
您好很高兴为您服务 请稍等我先帮您看一下您的业务噢有您这边就一个基本包那您这边到月底的话大概需要多少兆龙 
嗯哼您好很高兴为您服务 套餐的话看您个人需要多少的都有啊 
请讲您好请讲 六您是流量用的比较多是吧 
嗯嗯你好请讲 换什么样的 
你好 噢没有它这个是套餐里面它就是一块钱五百兆的 
好的您好请说 呃流量套餐十元加油包一百兆您这个已经有安心包然后其他的包月的您已经有一个五十元一个g的了然后您是想这个月生效吗这个月生效的只有六十元六g的一百八十天有效只能开这种其他不能开我换彩铃 
您好很高兴为您服务 呃改个套餐可以吗我是建议改成三十八的套餐流量会更多一点 
你好早上好 呃我们现在您八十八往上升的话有一个一百三十八的本地流量无限是这样子的 
您好高兴为您服务 幺八八套餐好像是流量已经是无限量的是吗对您在福建省内流量不限量用对去了外省有两g 
您好请讲有什么可以帮您 流量有什么套餐是吗请稍等为您看一下噢噢现在目前有个流量活动是六十块钱六个g半年之内使用的您是这个月想开流量吗 
啊您请说 幺八八的您都是在福建省内使用是吗 
宽带您好您请说 您在本地用吗呃对您大概一个月需要多少啊两百二 
您好请说 出国到哪个国家 
呃您好请讲 流量包有多少是吗诶您稍等呃我这边帮您查询本机的流量包呃您现在额外再开是吗我们现在目前有推出一个活动六十块钱有六个g有效期有一百八十天 
早上好请说 噢那您看需要多少流量呢比如说十块钱一百兆或者是说您现在办这种包月折算的比较比较划算一些比如说那个原价是三十块钱呃呃一个g的现在今天办因为今天十八号嘛它今天实际上只会收您呃十三块然后有四百七十一兆可以用 
您好请说 那个是要专门您再换那个流量日租卡才有的那它每天一元的五百兆流量是在福建省内用都行不管白天晚上那那去哪里里面那张卡这个是在ip上面话零取幺零零八六营业厅 
您好请讲 多块这个请问要咨询什么我也能听不清 
您好什么可以帮到您的 无线路由跑到先生您好您这边的话都是在本地使用和外地使用呢 
您好很高兴您服务您好 噢就这个月用的是吗 
您好请说听得到吗 呃优惠的您是指流量呢还是打电话方面的 
您好请说 呃您这边的话这边是有设置那个按次的来电提醒呢平常如果说没用的话我们我本我就帮您关掉吧它那个是关机没信号的时候短信提醒啊 
嗯嗯您好很高兴服务 一个星期套餐流量无限对呀还是我们这边只有一个是幺三八套餐它是在龙岩地区无限量上网 
你好行 可以 
恩你好您请说 恩你好 
您好很高兴为您服务 就等于是有办理了一条宽带您是哪一个就您这个号码是吗 
呃您好请讲 新飞享套餐有五十八有八十八的 
下午好 对呃八十八无限流量没有幺三八本地流量不限 
您好 嗯您好请问你要咨询什么问题 
行 业务员需要您主要是就是打电话这一块嘛对不对 
你好什么可以帮您 全球通套餐有很多种您大概几号多少多少价位左右 
你好 对 
您好 你现在流量只剩三百兆吗三百兆已经用完了已经没有流量了 
您好请讲 流量包呃您是怎么用呢用比较多的还是说就本月月底这几天用 
很高兴您服务 送移动宽带嗯那你不要挂我帮您转我们宽带专席您就跟他讲您要装宽带有没有什么活动送的好稍等一下 
嗯您好请说喂你好你好 喂你看现在还有吗月租和六g流量啊还有这些还有剩下三十三兆 
您好请说 流量包只有十块钱一百兆的 
您好新装宽带吗 呃我们 
你好诶喂您好 省内五个g 
您好请说 啊好叫做超级网聊三十九套餐 
您好您说 就是新飞享八十八套餐您这边是新飞享八十八套餐二零六八五g省内流量一千两百分钟的电话分钟数啊 
嗯嗯您好请讲 给您的流量今天有个加油包十块钱一百兆或者是噢我帮您看一下噢还有一个流量套餐是原价三十元钱有一个g然后今天已经十七号了那今天订的话费用是只有收取十五块钱左右有五百零四兆可以用这个会比较优惠 
您好请说你好 就是开 
您好兴您服务诶 呃不好意思这个没有办法去帮您预设一下因为它这个登记很多条件都有关系但一千公里如果您开导航的话我建议您最好还是先开一个三十块钱一个g的然后现在开它这个月只扣您十五块钱有五百兆您开一个五百兆先试一下 
你好 嗯您是要多一点的是吗 
您好本机要新装宽带吗 又多了五十兆就九号的一个带宽速度不限时不限量正常家庭用是可以购的 
您好很高兴为您服务 嗯对没错是的 
您好很高兴为您服务 您是说本机号码想申请我们的宽带吗对对对那稍后您不要挂机我直接帮您转到宽带专线那边问一下号好好转接了祝您生活愉快再见 
中午好请说 呃想要什么功能的流量多的嘛 
您好请讲 下载咪咕视频客户端在咪咕视频客户端里面看视频能用嗯其他地方就不能用了 
您好请说 它里面不是有赠送那些什么来电显示那些嘛我说我现在都没有有啊来电显示有赠送的只是来电显示这边目前有在的 
您好很高兴为您服务 流量比较多一点的是吧流量比较多一点的话嗯我给您看一下因为您这边有办那个宽带如果您改套餐费比较麻烦的那可以另外考虑加流量吧另外加流量的话现在很多用户用的比较多的都是申请我们有一个一次性收六十元有六g的流量呢在一百八十天之内用的这个是比较优惠的移动划算相当于十块钱一个g嘛 
很高兴为您服务 流量套餐现在的话有一个这个一百三十八的套餐可以在福州本地流量不限量使用 
您好请讲 流量是吗可以开一个六十元六g这个是目前比较优惠的 
啊您好请讲 流量包您稍等我帮您看一下您是就到这个月月底使用对吗给我打 
您好请说 我帮您看一下噢您这边是要补充流量是吗这个月额还是后面长期要开通 
您好请说你好 咱们加油包十块钱是一百兆立即生效下个月自动取消可以吗 
好我帮您查您稍等一下是在国内使用吗 您这边的话因为我帮您看您本身九十九这个套餐吗九十九套餐里面它是包含只有四百兆国内流量如果要现在给您加的话我看到您之前已经订购过一个六十元的半年流量包了这里面还剩九百多兆那您如果要加流量要等他这些流量都用完之后才能再办一个 
您好很高兴为您服务 三十八套餐是吗 
您好很高兴您服务 新飞享的套餐的话它是里面有包含三百分钟通话时间和一千五百兆的流量 
你好您好请说您好 我们有一个八十八元的套餐有五g的福建省内流量然后的话有一千两百的分钟数跟来电显示 
早上好 有什么可以帮您 
您的三十八套餐每个月流量五百兆 嗯您这边的话呢主要是这里有办了那个宽带活动所以说您现在改套餐的话呢是有被限制到了要改的话呢就是呃您那个宽带的第一年免费优惠就没有掉所以我会建议您呢在三十八套餐基础上另外去加流量包比如说额外加三十块钱就有一个g的五十块就两个g的这样子您可以考虑一下 
您好请讲你好我想问一下 是本机号要办移动宽带吗 
您好请讲 就这个流量不够想临时办一个是吗 
你好进行啊我 呃对但是它那个其实不是办理流量包诶需要去重新购买一个新号码入网这个套餐 
您好请说 嗯对 
您好很高兴为您服务您好 呃什么什么意思三天买几兆的流量 
您好先生您好 有在嗯现在只有一百三十八您都是让您的本地用吗本地的话是有一款一百三十八是在本地不限量使用通话分钟是有一千二百分钟 
您好请讲 这个还可以买什么样的流量流量啊嗯 
您好请讲您好 那个是校园区内就是您在福州校园高校范围内才能用了两千 
您好很高兴为您服务 嗯对您这是全球通八元套餐 
您好很高兴您服务您好 我需要买您现在买一点是吧用到月底 
你好请讲喂你好 哎我想问一下有没有 
您好请说 除了十八块钱套餐之外有个三月学校的一个微片网有个两块其它别的收费业务的话暂时就没有了 
噢有个六十块钱六g的半年之内有效 那是这个月临时使用的吗 
您好请讲你好 诶您好您请说 
您好请讲 流量 
您好请说您好 加油包我们这十块钱一百兆立即生效下个月自动取消加油包 
早上好 嗯对它原价三十块一g今天开只收十三块八毛一这个月可以用了四百七十一兆下个月一号自动关那您收到短信都显示三十块钱不用当天就扣您十三块多 
幺五很高兴为您服务 你好 
您好请说 诶您好 
您好很高兴为您服务你好 流量几个g是基础套餐里面的吗 
你好请讲 噢那它那个是入网的它那个套餐是一百三十八元的只是说您刚买卡它会送您就是嗯话费送六百每个月送五十块所以就是只要八十八但第二年以后还是恢复一百三十八的噢这样子是不是是一百三十八套餐如果您有需要可以到营业厅去办理就老卡去改是一百三十八它没有新卡要有送话费好嘛 
你好 噢对一百三十八的套餐 
中午好请讲 诶您好 
你好喂 因为它是只能针对一些幸运客户啊或者说从低往高抬更改的套餐的才能办理 
您好很高兴为您服务 嗯是这样的因为您的流量的话都是省内流量啊您现在人是在省外对吗 
您好您请说 啊我们是有那种和家庭九十九套餐 
您好请说 嗯有的它是一点五g的省内流量其中有一百兆可以在国内用本地打国内电话有三百分钟您是本机要改吗 
你好 嗯 
您好很高兴为您服务 您是手机套餐怎么了 
快再见您好很高兴为您服务 流量包有很多种您大概需要多少流量 
哎您好很高兴为您服务请讲 流量套餐有多少多少噢您这边目前是三十元的呃如果再上一个档次是五十块的两个g的还有七十元三个g的都可以办噢 
再见很高兴为您服务 哎您好请讲 
您好请讲 先生 
一百分钟 一百分钟一百兆流量这是全国可以用的那另外还有赠送本地的有两百分钟跟这个省内的流量一点四七 
你好请说 噢好的您这流量目前我看了一下还剩下两百七十三兆 
您好请说 您好 
您好请说 流量您这个月目前套餐里的是都用完了吗然后您如果单独开噢我们现在最优惠的有个六十块六个g一百八十天之内用完的这个可以立即生效谢谢 
您好请讲 那个叫做任我用幺三八套餐 
您好请讲 嗯稍等我看一下 
您好很高兴为您服务诶你好嗯嗯 有一个是六十元六个g的流量一百八十天的有效期现在 
您好很高兴为您服务 嗯嗯对它是本地打国内三百国内的国国内拨打国内的一百总共四百 
您好请讲 噢那个是上网流量五十元 
您是用本机号码办宽带吗 包年的宽带现在没有什么优惠啊我建议您还是办呃宽带活动会比较优惠的 
您好请讲 嗯流量套餐哇您稍等一下流量套餐就十块钱一百兆呢那三十块一个g五十块两个g的 
您好什么可以帮您 您稍等我看一下哈嗯这边我给您查询了一下您本机号码就一个未天网啊是南平农商银行的 
嗯您好请讲 有什么可以帮助您 
嗯嗯您好很高兴为您服务您好呃您好我那个手机上有看到一个 新飞享五八是吧 
您好请讲 呃您套餐八十八本身里面有三百兆流量那另外呢它有给您额外赠送的那个两g的省内流量到今年年底十二月月底到期会自动关掉所以现在就两千多兆 
您好请讲 嗯您这个就是流量王卡一天一g的在莆田本地上网的流量的 
你好 刚刚我看一下手机保障服务啊就是那些手机保险的一个月十五块钱 
您好很高兴为您服务 呃家里面宽带对吗它这个宽带跟宽带你要改套餐才有送啊要改成我们现在这种七十九九十九一百三十九或者一百八十八这种套餐才有送宽带 
我给您看一下有先生 还有半个月时间嗯再见建议您要加一千兆收费只要二十六块三一千零七十七兆三十一g多 
您好嗯恩您好请讲 嗯稍等帮您看一下现在买流量的话有十块一百兆还有三十块一g五十块两g 
您好很高兴为您服务您好 我手机您好 
您好请讲 打电话便宜 
很高兴为您服务 十块只有一百兆 
您好请讲 你好 
您好请讲 嗯嗯那这边帮您看了一下有一个是六十块六g半年流量包这个最优惠 
您好请说有什么可以帮您的 它是这样子分钟数一千两百分钟本地主叫全国省内流量有五个g就是我们套餐 
你好 噢我看一下啊有啊我们有一个六十块那个流量六g一百八十天内有效 
中午好请说对 钱对不上什么意思您是说话费有疑问是吗 
祝您阖家您好请说 二幺 
您好请说 你好流量包是吧我给您看一下啊 
