您好请说你好可以听得到吗嗯您说 呃请问一下我以前有一个送一台什么宽带什么啊哎呀怎么没给我装呢 这个号码吗 对啊这个号码你帮我查一下都都过去掉了 是这样的先生我帮您看了一下您这个号码没有宽带了如果您想安装宽带我们有个宽带新装部门我可以帮您转接 不要不要要钱的不要我那个是哎它是那个几点的时候给我 
您好高兴为您服务 哎是上次反映的那个什么线路的问题白云线路的问题我看一下到线路就是说从你们那个呃的那拿过去的 呃我帮您查询一下您稍等一下呃都就是反映的这个移动线路的那个问题他那边现在还没给您处理好吗还是 这个还没人去处理了 呃它是说已经是正在处理当中他是说在正在重新申请的改到但是的话可能这个在十月底的时候的话估计然后再去做一个处理可能没有那么快 这种不能那么快这本来下个月的事情了 
你好请说 喂你好 你好 我我这个装的宽带前天说昨天说今天说我说那个装宽带那个电视看不了它前天是二十四小时内给我回复昨天今天我打电话给他刚才回复一下到现在没没没没没给我弄划算 您现在不要挂机我马上帮您转接我们电视专席咨询一下我们工作人员好吗 不要投诉他他妈的几天了这样子 
什么很高兴您服务您好 你好问一下我不是在你们商城上面有说换了一个应江吗 嗯嗯 怎么那么多天了还没有派送啊 那您有没有通过积分商城上面去查一下他订单号记录套餐派送情况有查过吗 它都显示没有开通情况 
您好很高兴为您服务 我现啊我问他给我那个幺五九五九六八六二九六的那个宽带 呃另外就呃宽带不能用还是什么问题机你才查询知道了我以为我天天晚你们这个现在要不要不要给我处理的都没出去嗯很抱歉给您带来不便那部手机的号码跟密码会知道吗 幺五九五九六八六二九 幺五九五九六 八六二九六 
啊 您好很高兴为您服务 喂你好我想问一下我的宽带宽带叫你们来修很久都没有来 噢您是说宽带之前有故障了我们工作人员到到现在都还没有去厦门帮您服务是吧 对啊 嗯好的女士您不用着急我这边帮您转到宽带专席那边去可以吗噢好的好的您稍等为您转接 
您好请说 我刚刚投诉那个怎么回事都没回话的 呃您投诉什么问题我给您查询一下 他说办什么什么卡号发个短信跟我说什么我办那个什么十块一毛够两g的什么我什么时候办过这个一下 呃您之前来电投诉过是吗 啊 
您好请讲 你好我前两天有投诉我说我现在的套餐就是怎么之前工作人员就是帮我转转然后他要然后就套餐的东西都变了不一样了这个两天都没有人给我处理结果呀 请稍等帮您查一下您的反馈记录 嗯 行您好我帮您查询到系统提示您是有反映说上个月接到就是一个那种推销的电话打电话给您帮您改成那个是指校园四十八g二零一六版的那个套餐然后他说您说改的时候有干告诉您资费是没有变的然后现在查询本地的剩余流量是没办法使用对就对是看到有反映的记录了嗯那如果现在还没有接到电话的话我们这边稍后帮您尽快催促一下这边的工作人员我看是一个g没错 不用它是有给我打电话但是他说呃明天今天给我接过看看都没有人联系我呀我上面那个流量套餐我上次每天都有流量都在都在走呀我明天再扣钱到时候这个费用都都已经解除了 
您好请说 唉你好你好呃帮我我那个宽带一直没来装我现在要取消掉 嗯嗯好的那我们帮您申请去取消掉您稍等 好好好好 已经帮您申请下去请您耐心等待如果有工作人员给您回复您直接说您这边不需要装了就可以了 号好好 
嗯挺好请说 给我问一下就是我幺三九套餐办了半年了怎么宽带还没给我装 嗯稍等一下之前有说是什么原因不能装吗 这个窟窿啊窟窿那个半个月一个月就可以了现在半年了 嗯稍等一下啊 嗯这个登 
你好有什么需要帮助 喂您好我噢我上个月那个有打电话跟你们说要安宽带啊 嗯嗯 一直拖到这个月 是本机号码要安装是吗 就本机号码 
您好很高兴为您服务 请帮我查询一下我前天反馈那个问题怎么还没帮我处理 好的那您稍等我帮您查询一下 昨天有打电话还没帮我处理今天还要打电话 啊啊吧号码多少啊反正是这个流量提醒的是吗没有收到 所以说 
您好请讲 喂你好 有什么可以帮您 我们这边宽带都修了两三天什么时候能修好 帮您转接我们宽带专家本机号码是吗二六嗯稍等一下转接中 
您好请讲 诶你我们这边宽带什么时候可以还什么时候可以修好了都一天把怎么还没修好 那我跟移动宽带啊 对对对 好吧我帮您转到宽带那边给您处理您稍等一下 嗯好的 
哎您好请说 诶我想请问我现在我手机是两呃双卡双待的都是移动的号码噢 嗯嗯嗯嗯 然后然后那我现在流量流量是在卡二我流流呃卡有没有流量然后手机要设置成到时候有流量的话就是卡二怎么扣那要怎么设置啊 卡里面设置那您这个要看一下您的手机说明书 你不能你这边不能回答我吗 
你好 哎你好我想那个宽带已经嗯 可以那您这边要移到哪里呢 那就是然后就是当面街这边嘛就是一到前面一点点来还是在这里小姐 还是设置条件您稍等一下 啊 
您好请说 我要投诉你们那个公司 什么问题呀 我那个宽带家里面故障从昨天开始就在就在这边跟你们联系联系到今天 一个 消息都没有我已经打了五个电话的吗 
很高兴您服务 对我现在这个家里面这个这个宽带啊这个宽带那个数据那个网络电视那个维修人员这么久的呢它它都拿那个核实哪里很多遍都没有来装 我这边给您转到我们宽带您是互联网电视现在用不了是不是 可以有可是那个那个师傅上次来修就来异地七八天才来现在来的那个什么东西拿去修的电话也不接的也没有来没 我帮您转到我们互联网电视有个专门客服我帮您转过去问一下您别挂机噢给您转过去问一下好吗 嗯嗯 
你好 您好请讲你好我我我是一情况这边的怎么刚才有两个小男孩过来帮我说什么那个网络什么升级现在怎么那个都不能上网的他没搞好啊然后就走了 您是说宽带是不是不能用 没错噢行 那您这边不要挂断我马上帮您转接宽带专家先帮您催一下您不要挂断了好的帮您转接请稍等噢是移动的宽带没错嗯来扣费没好帮您转了祝您 
啊您好很高兴您服务 那你上次有个业务员打电话给我说套餐改一下有赠送一个网络我现在都还没来装啊 比如说宽带是吗这样他没有可以看到给您登记安装的记录您稍等一下我帮您查本机号码是吗 对 然后大概什么时候跟您联系的 发的有点走路九月份还是九月份吧应该 
边嗯嗯您好请讲 我办了宽带到现在还没给我装呐 好稍等一下我看一下是本机号码办的宽带是吗嗯嗯噢好那您等我一下 啊 先生您好我帮您看了一下是十月十四号登记的这个登记的话到今天只过了两天然后这两天刚好是星期六星期天所以的话可能没有师傅过去帮您安装你明后两天留意一下他们那边过去帮您安装到时候的话会打电话给您的 行我这边着急用了噢 
很高兴为您服务您好请讲这是幺零零八六 你好我就想问一下我这手机号码昨天反映了我的违约金被扣的钱怎么到现在都没有人跟我联系呃是不是我要打是不是我要打三幺五电话才可以帮我处理呢我要是我要还三千块钱给我怎么这样子 呃您好请问 有话费我电话费发一点点钱就把我扣了那么多钱扣了二十几块反映的又没人没人没人给我解决到现在都没人解决可能要打要我们才会出去 啊您好不是这边是有在帮您处理问题的他只是说在转那个其他部门在核实当中非常保险单个了一定的时间那这边话我们会到时候那边会有这边有说会给您进行到时候那边就进行特殊处理然后具体的话我们工作人员到时候他会直接联系您我这边也给您催证一家的情况好吗 我已经打了三个人互服的讲话了都说再帮我处理刚才就没接到不给我处理的电话号码都是要我现在只打这样子催那我就上去直接早上要就可以了我要我要你把我多少钱你就随随便便就扣我的话费如果我没查到我就不知道它被扣到现在都没处理掉了一个那个电话都没有什么都没有就这样子咯这个我打了三次电话唉呀自己查一下进度月份呃这那些刚才问题都解决不了那那扣钱的时候怎么用那样子乱扣的是不是 
啊 嗯您好请说 喂 啊您好请讲 你好请问一下我这个号码呃之前申请的宽带怎么到现在都还没来办啊它是天了都嗯 呃我给您看一下稍等 
嗯您好很高兴为您服务 诶我请问一下我那个宽带已经到现在怎么还没来帮我办理 嗯宽带是吗你说移机是吗 对 噢您稍等一下 喂 
嗯您好有什么可以帮您 昨天你们投保了流量的是怎么还没处理好我昨天投诉啊 嗯稍等先生我帮您查询 你们没有及时提醒而且我看那个流量安心锁也没用充了四十多块钱我昨天有投诉过怎么还没处理 嗯先生我们这边的话帮您查看到您这边的话投诉问题我们这个就工作人员的话是昨天正好在两点多的时候有跟您联系过那您是这里开的这个处理意见不满意是吗 你们是多少流量 
喂你好请讲呃您好就是 早上你们打电话跟我讲会把那个安装电视那个机顶盒那个师傅的电话发给我我等了一个早上都没有收到信息 机顶盒噢刚才系统的记录啊稍等一下啊最低只负责今天早上诶早上我输您的号码早上您是几点来电呢呃是十一点多吗还是几点多 就你们跟我移动打电话给我了 呃我看到是不是九点多打给你的嗯对对对对如果是九点多少给您的话它确实有发给你了我们有超出下发记录 那我手机是坏了收不到 
哎您好请讲 你讲那个二那个昨天反馈的问题都你那个没有工作人员跟我联系 我看看麻烦您稍等一下是关于那个流量包的问题是吧 对啊那现在我没使用是失效就是十五块钱退回来啊 嗯先生我理解那这个情况我这边给您看我们工作人员的话在处理当中我再去帮您催一下让他们尽快给您联系好吧 你昨天又说尽快给我联系到现在都还没给我联系我也没使用啊那你说 
嗯 您好请说 你好我刚才我有一个那个就是一个和包那它随便给我转接过去对方都没人接啊 呃它您是要和包什么问题要咨询呢 就是这个也我这就问下十几天嘛公司就今天才会要买一个东西但是他说那个动态宽带密码没有啊就是订不了他给我转接过转到那边也没人去用 就可以了那没人接他也有选择预约专席人员回电的你有没有选择预约一下呢 
您好请说对 喂你好 你好 哎我就是说我这个用的那个套餐外流量你们不是说十五号跟我返给我们怎么还没返给我 套餐外流量我看一下您是之前有参加流量送赠送活动是吗 没有啊就是我是在嗯昨天这边用的你不用的全网的信号 
对 您好很高兴为您服务 诶喂你好诶你好那个我我这边就是它我这边办的宽带吗然后本来说好早上过来了但是现在还没过来 噢 因为我下午要出门有事我他刚才师傅给我打过电话但是他假如假如有打电话过来他说他有事先先挂了然后就没有给我他说待会儿给我打到现在都没给我打 中午的一般来说他这边应该手头忙完了才对有没有跟他在联系一下 
您好请讲 喂你你们那个对移动公司做事情消费怎么那么低噢 嗯什么问题要咨询 我这边的我九月份九月二十号左右就向你们反映说大点一下诶太王字高兴村村在这边那个一个内的一个那个诶信号还坏掉了就跟我讲不要来修啊要一定要来修修到现在还没来修他说原来是二十九号会不会来弄弄弄到现在都都这块马上第二个月二十九号楼 他是说与没有啊他有帮您去核实了是因为您这边的话实际上故障就要尽快处理您稍等因为是设备正确所以的话公司公司的话延后了他是说预计十二月二十九号二零一七年十二月二十九号时间可以恢复 二零十二月现在是十月还要再两个月 
您好很高兴为您服务也是专门来弄这个东西啦我宽带报修怎么还不来啊 真的很抱歉请问是哪个号码办的移动宽带呢我看一下 幺三六五六九零八九八 幺三六五还是六九 五六九零八九八幺三六五六九零八九八 幺三六五六九 
您好请说 诶我 前前 前十几天应该有预约了一个什么移动宽带那个然后你们公司这边一直没给我安装 一直给我发短信一月的 我不知道在哪里预约的我家人用我的身份证去办理的好像是在营业厅来营业厅预约的然后你们这边有发短信给我我本来说十月八号上门给我安装有发什么十月十六号给我安装今天早上又给我发一个十月二十号给我安装你那个你们那边 
您好很高兴为您服务 哎你好 您好 啊我我这边的宽带哎那移动的宽带的呃那个电视呢出了问题我已经打了很多次电话你们这边怎么都不受理人家给我投诉啊 您稍等一下是没有师傅跟您联系吗 对 
您好请说 喂你好 恩您好 呃就是为什么我们就打那个装装装宽带之后他电话都不接的 是还没有上网安装吗还是什么呀嗯 在上门安装 
您好请说 诶你好噢你我想按一下那个我这边的那个宽带他经常都没用没接的时候来给我装的时候为没给我换线我以前装的用的是那个联通的它就那个直接给我减掉装上去现在经常都没用然后他留了这电话号码给我呗这个这边本地可能是公司的还是什么的每天都打不通都是关机的 嗯那就您现在是经常上不了网是不会断网这样是吗 对经常会断网我手机都没办法用我一般都用数据流量我的这个wifi都没办法用了完有些什么一下子又没动啦电视也是一下子就没办法 好的那我现在给您转那个宽带故障的客服由我们的专门的客服人员为您处理好的好的好的电话转接中不要挂机祝您生活 
您好很高兴为您服务 哎你好是这样的我昨天有一个那个网络了那个宽带那个那个千一千的时候他今天怎么还还都没有打电话跟我联系我想尽快给他迁移过去因为这边我那两在这边 噢我看一下您稍等 恩好谢谢 是您本机办的宽带有来电移机吗 啊对啊办办理我昨天已经到营业厅已经办理过了到今天一直打电话都没有给我电话 
您好请讲 哎你好我想问一下就昨天送我反馈那个问题怎么到现在都没有解决 行我马上帮您看一下哈呃看到您这个视频流量费用的问题对不对 对对对 噢我这边帮您看了已经显示下派下去在处理当中了我这边再马上帮您催办一下处理部门这边哈您这边的话你们 那处理这个问题要多久我现在已经过去二十四个小时了怎么到现在都没有结果了而且这个这个问题他一直在在在延续 
喂你好 您好 那个昨天说我反映那个情况就是扣费那个情况怎么不它没有处理昨天晚上又给我停机了 我帮您看一下处理进度请稍等是反映本机号码还是其他号码 本机号码吗 您是说其他人付费的是吗 
您好很高兴为您服务 哎你你们那个我想投诉身份证投诉我家牵宽带到现在还没来牵 哇嗯先生我帮您查看一下 诶我是刚阳乡下的很好然后我我之前就说了再办理他们今天又来一个来一个他说工程队什么机顶盒啊那什么什么什么什么什么什么还没迁移到这边来 嗯嗯他是说那边还没有线路不能安装嘛 诶一个线路是我们在村部我个村部差不多是一百你一百米他今天是有人来来过他说那还要交工程队上次工程队应该就要签下来我们这个跟村不对就是一百你这边就十几户人家至少有六个人要哎呀要牵这个宽带的就是说一直卡的这边 
您好 诶您好我想问一下每个月的账单你们有发短信过来叫我们到邮箱去查询但是我们打开邮箱里面看到没有每个月消费了怎么没有明细啊 您这查询您这个明细对吗 对我是要明细 就是所谓的明细说查询跟哪个号码打了多少分钟吗是详单还是查询什么呀 查询每个每个费用的明细不是说打了多少分钟比如说像多少电话费用啊流量多少费用啊这样子名字诶还有哪个套餐的费用啊都没有查下还有买一个电话卡可不可以嗯嗯嗯嗯 
您好请讲 就是那个为什么没有师傅给我打电话 嗯什么没有电话不好意思刚才没有听清楚能不能再说一下 就是我预约了不是说有师傅来给我安装吗为什么没有给我打电话 呃什么时候呢就是本机号码想要新装我们移动的宽带是吗 对他说要上门安装的 
您好请讲 诶你好我想问一下我那个之前有一部手机吗然后反馈说套餐更改然后当时里面有受理做反馈上去然后是几个工作日要会退还话费怎么到现在都还没返返还呢 呃请问是哪个号码我给您查一下好吗 呃幺三六 嗯嗯 九五九三嗯五三五八 
您好请讲你好我问一下我上次这个不是说呃那个什么呢它都扣了我两百多两百八十八的什么费用吗那个然后那宽带的那个他不是说要退还给我怎么还没退啊 好的是这个月多扣两百八十八块钱的一个宽带设备费用是吧 按次 好的我帮您查一下您稍等 好的好好的好好好噢不客气啊好好嗯啊 请稍等一下 
您好 呃喂你好那个我想问一下就是移动营业厅为什么就是经常一段时间就一直打电话推销流量流量流量的 噢它可能会有一些新的活动然后跟你介绍 四游客有时候连着移动每天都打这个不同的号码就是每天都打过来 嗯嗯手机号码还是固话 固话就说什么移动分公司的有什么就一直催下就可以就撤销 
嗯哎 很高兴为您服务您好 喂您好我这边就是宽带问题反映从九月三十号到现在怎么就都没有消息的 您稍等我帮您查一下 恩 不 
很高兴为您服务 都想投诉 噢是什么问题啊女士 你们你们移动是不是有外包或者什么之类的怎么每天我听说我上次已经投诉过一次了然后你们现在是一周是五十个电话给我打电话过来要不要呃就是那种那这种套餐五十八八十八 哦就是昨天给你打电话推荐什么套餐之类的是吧 ############################################################################################################################################################################################################################################################### 
嗯嗯你好请说啊 你好我想问一下上个月的那个宽带我都是反应过去了你们那边都要特别扣诶我那个噢对对是这样的应该是这样说就是说我每个月的那个营业厅消好的好的多少就是说我上个月的那个看看扣费乱扣费啊他给我那个说钱二十五号退给我到现在都还没充过来四十多块钱呢 您稍等我帮您看一下 嗯嗯 嗯稍等一下啊 好的 
您好 呃我的宽带九月份办了现在还没修好 咱们现在宽带还不能用了不要挂机噢马上噢还在处理当中您稍等一下我先查一下看他之前的这个嗯这样子哈 嗯 然后它有在处理我这边先帮您再催一下第二个的话您不要挂机哈我给您转过来着急我一说 你们在处理这别人给我打电话他怎么久啦你现在以后你这个短信给我打电话全国申请退费 
您好高兴为您服务你好哎你好我下午 那我再报修的这个怎么到现在没有给我联系呢 就是宽带嘛那您电话不要挂我帮您转到我们宽带负责人那边您稍等一下 
您好请讲 我上次那个流量是什么语音包十就好了没有好的好的 你说您现在流量不能用是吗还是什么问题我上次申申诉的流量 多扣的问题是申诉到现在还没给我打电话管 钱先发给您的我先看一下 嗯嗯是的 
您好嗯 你好诶我之前有打电话退打电话问了一个九十九的套餐为什么还有个五十块的之前没跟我说要五十块的呀 二十块不收费赠送您两年每个月五十块移动都会返还给您吧请放心哦那它有一个一个g的省内流量赠送活动那就赠送的五十块噢每个月都有返还就相当于说您第一年每个月它会返还六十五块其中五十块是的流量的费用另外的十五块是我们当时做宽带活动每个月返还十五块的那个第二年 每月返我说比如说我说我九十九块它现它直接会给我抵扣六十五块过去 好不它九十九块还是要扣您九十九块如如果他这额外的五十块不用付您的费用就相当于您九十九块第一年您自己要付八十四块了 噢八十四块那然后那我知道了自己先扣还是直接不扣您不用管它 
哎您好很高兴为您服务 唉你好我这边就是留了一个电话要联系那个上课块那个你们那个经理联系我然后但是你们到现在都没有让他打电话给我 客户经理呃请问你当时留的联系电话是多少我帮您查一下 六二幺二 六二幺二嗯 三三五六 
服务你好您好很高兴为您服务 目前那这个报销的呀怎么你好 您好请说 呃我问一下那个宽带嘛就是我们那个申请那个宽带他说那个呃呃有线他明天帮我们装呃说那个电话会联系的现在还没有联系我们吧 我帮您转到专席给您反映再问一下啊宽带热线为了更好解决问题我将电话转专席处理请稍等 
可以吗 您好很高兴为您服务 喂你好你好哎这样子的今天是怎么回事啊我打你幺零零八六什么每一次都很慢什么的然后还有流量想问我想登陆我的手机营业厅我要下载账单一直下载不了 是的因为今天系统问题所以不能操作呃建议您晚一点再操作下午再试一下啊 不是那你上个月账单能给我给我再发一下吗因为我直接报修 呃是电子发票啊好的我帮您操作一下您稍等一下 
您好很高兴服务 喂你好唉我就是早上跟他打过电话都要呼那个外地的外地卡要换卡了怎么到到了长寿路这边他说设备外地卡没有啊 他可能是缺货 哎呀大厦就是那个别的还没付啊 在他这个资源很紧张的是您去了这家是长寿路两百号对吧 对啊 
您好很高兴为您服务声音大声点大声点 您好请问听得见吗 噢现在听见了然后的话跟你说一下噢我这我这个呢呃上个月这个钱过了很久了到现在没有那个赔付给我你看一下幺三五八五五七九幺七二 幺三五八五五七九幺七二对吗 嗯嗯 您的服务密码知道吗 
您好我是预处理专席代表很高兴为您服务 您好 您好请讲 噢是这样子的我上午本来再打过去办个副号码吗然后呢这边的话因为我这个月我也不知道然后我开选择一个号码然后呢我是但是又没打印然后说让我重新去打印吗然后我就重新再去找嘛因为找的话因为这个继续反应有点慢 嗯 噢这个必须反应有点慢的可能找到时间稍微长一点也没还没搞出来然后你们到现在这个意思工作人员就说让我看看一直在扣退掉了然后快点到后面有人的但是我后面也没人排队也没人因为一个四g吗所以我就感觉这个手机号莫名其妙的一个东西也没人过来说哎我办理一下吧你这个号码找出来或者怎么样的然后就说是上次快点快点的 
您好兴您服务 唉你好就是我昨天那个我是那个澳门路对吗我那个宽带昨天下午报修的后来他说派人来来了吗后来说没来说什么下班了今天上午来到现在还没来 好的我帮您去催一下这个手 好的那谢谢 不客气谢谢来电这个号码办的宽带是吧 对对对的 
您好很高兴为您服务 我跟你说刚刚大概电话过来以后又来了一个电话我不接受他你你们的你们的处理 呃我 说还是呃我追加呀我还是不觉得他说这是他们领导的意见对吧你领导能代表什么你能那你你你你你这个速度本来就是错误的那你错误的你你你你拦截你受理不了你这个功能对不对你认为你这个广告你这个广告我我订了没有那我我我我老百姓现在都没法现在吃东西要老短信要设备现在你的广告也要我设备你这个大概东西是不是广告 那您看这样这边开通呗之前处理结果部门这个处理回复不满意的话我这边可以再次帮您那个反馈一下好吧对三号好的我会帮您反馈一下好吧 服务满意 
您好很高兴为您服务 唉你好我上次反映的那个短信的那个事情怎么还没有回复四十八小时给我恢复 你说这个号码反映的问题对吧 对的 我查一下记录啊稍等一下嗯是这个号码反映这个号码的问题吗 不是的是哪个号码的问题报给我看一下我们以前买了一张卡怎么变什么套餐什么的了现在我要办套餐都办不了 
您好兴为您服务 唉你好你好我这个手机充值超了两天了北京的钱为什么到现在还没有进去拨打腾讯的电话也打不通的 就您这个如果您开始没有到账而且通过他们平台通话你看一下他们有什么加送这个活动要不您的问题 我们这里也没有恢复了就是说我 那要不你先帮我其他方再重启一下您给我什么支付宝微信其他方式充值信 我就是通过我今天我已经来充值的呀 
很高兴为您服务 唉你好我想问一下就是我这个用手机用手机话费不是要办理宽带的业务吗对吧 嗯嗯 因为你们之前打过电话给我让我们来就我们的账单安装或者办理的话我等了这么长时间怎么也没人来没人联系我们怎么说呢 行没有人上门是吧 对啊之前有个有有一个打电话一个装修的时候打电话他说他说你们那里现在没有货就安装的什么东西没有他说过段时间一直等到现在也没有也没有声音了 
您好兴您服务 你好 你好 就刚才我就是唉刚才我就是打你这个电话你帮我转那个投诉部的那边没人接呀 微信方式反映什么问题 就是我套餐套餐的流量用完了对吧就是我申请了那个三十三四gb的那个流量 
为您服务 喂你好 您好请讲 我报这个宽带为什么还没有人过来说呢 看一下是您本机号码办的吗 对 
呃您好很高兴为您服务 唉您好我这边是东方新地方服务有限公司想办理十分评价业务 呃就是专门发短信的平台业务对吧直接那我这边帮您做一下咨询根据稍后我们会那办理的业务经理联系您可以问一下具体的资费和办理流程 噢好的因为昨天我又打过服务你们这边客服他也说帮我办理可是昨天没有收到那边的电话就今天再给我 昨天来电登记过了对吧那你这边能提供一下就是昨天你留的那个联系电话吗我帮您看一下嗯嗯 幺八零五 
很高兴为您服务您好 先生我要投诉早上到我们家来维修宽带的昨天晚上接到我的 嗯嗯接到您的客服有什么问题吗先生 我给你把我把这个情况跟你说明还没收我就我现在是我我是每个月的套餐是三百八十八还是四百多忘记了反正然后由于这个事情呢你们送我们不是一年的宽带吗 对 我去年用的一年今年用了一年但是今年的星期天宽带有问题有问题以后我就报投诉维修电话 
刚刚 没听清楚的 唉你好 不好 那你查到那个人工好像三三九 呃您这边反映什么问题 
您好很高兴为您服务 唉你好 啊你好呃我 我这个号码因为那个实名资料那个这是什么不完善永春那我营业厅营业厅去了对的 然后呢 幺零零八六反映了就是因为有一个就是在用我这现在的身份证 
您好我是预处理专席代表很高兴为您服务您好 唉你好我投诉的问题啊你们现在就是说你能不能解决 对是信号问题对吧我看不清她转接过来幺 对 周日您稍等一下我看一下噢这样的先生我帮您看了一下问题这边还在处理当中啊看到 我是想请问能不能解决 
您好高兴您服务 唉你好我昨天的时候那个变更一个宽带的资费然后那个你们这边说可以装那个魔百盒还有什么就是那个机顶盒那个东西然后约的是今天上午师傅来装到现在了没人跟我联系也没有人来 就您办理了我们的宽带就是示范没有人上门帮您安装魔百盒还是什么什么百合 这个宽带我之前是装过的就是变更一下应该不最低的什么设备账单 您现在是所以您说的是魔百盒了你知道吗 应该是吧号百盒就是那个机顶盒的 
您好兴您服务 喂你好这个我们那个宽带到现在还没有人来上门那 是哪个号码办 幺三六 幺三六 等会啊 
您好很高兴为您服务 唉你好是这样子我是上周上周四的时候就是到那个营业厅呃就是说是安排是预约好是周六给我过来上门装固定电话和魔百盒但是到现在一直也没有那个安装人员跟我联系今天什么时间过来装呀都已经到中午了 啊嗯恩是本机号码预约安装的嘛 对 对好的我看您宽带是刷好了然后是那个魔板都没变 对固定电话和魔百盒这两个 
您好很高兴为您服务 唉你你你好 唉你好 我预约了一个宽带安装不知道他今天交到十二月三号但是到现在好像还没来过电话嘛 呃是这个手机号码之前预约的宽带网线我看一下时间噢稍等宽带我帮您查过钱你最近的话一直下的上个月下的呃明天十二月三号装到时候有安装人员联系您的 是明天看完下午 
您好我是预处理专席代表很高兴为您服务 噢您好是这样的是十一月十号下午我再要换个营业厅这边不是办实名认证吗二十八三很多事情然后那个我做了一个投诉投诉之后呢说是四十八小时之内会给我回复但是并没有啊 我看一下 对投诉单号你要记一下吧 噢我看到您来电过了我看到有记录是十一月十号嗯是关于就是现场排队提示个人只有两个窗口办业务是这个 这样是吧不主要到不是这个主要是他们的值班经理在最忙的时候都不在现场只有两个人在办那我这个东西被停机耽误了很多事情啊我今天我还现在订在现场本人那么久转到值班经理过了那值班说一会问问员工一会儿出去吃饭一会说是河水了就是最忙的时候在现场来了之后呢态度也很呃点搞的好像从头到底有没有是之前的搞得好像我们那么多人来办是我们的问题 
您好很高兴为您服务 呃我今天办理了一个那个魔百盒的宽带他们说下午来装的我想问一下他们到底会不会来 今天办稍等一下我看一下啊 李平路六十是哪个号码办理的 嗯嗯 幺三八零对幺七四零噢不客气幺幺c八零一零零七四零联系电话是我的幺三九幺六九一四零八三黎平路杨浦区离平路六十三弄 
您好很高兴服务 我知道了现在反馈一个问题你们你们移 移动告诉我四十八小时之内给我回复 改一直没有没有 跟我讲啊说七月二十七号反映的一个问题对吧 哎嗯嗯你这个超出超出去他告诉我你多长时间这个四个大院 
您好很高兴为您服务 呃是这样的我昨天晚上从六点十分到八点钟的这段时间用的呀他流量用了一个g呃你能帮我查一下我昨天我打电话过来查你们说帮我转一个什么专专人服务啊给我们后来就一直没转过去 嗯我再帮您转一下 唉对对对对你帮我先短信你要么帮我转到小票人打过电话给我吧我估计你这个电话转过去你现在帮我转也没用啊 现在电话不忙呢我看过了所以再给您转的 啊好吧再见 
